id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
11241,15927.0,Erdal Rakip,Erdal,Rakip,1996-02-13,Sweden,North Macedonia,7.0,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074,12652.0,Joe Ralls,Joe,Ralls,1993-10-12,England,England,19.0,M,Left/Centre Attacking Midfielder,210,178.0,60.0,384.0,4.0,81.0,538.0,1.0,40.0,33.0,28.0,19.0,240.0,98.0,6.0,17.0,13.0,3.0,,,,,,2.0,1.0,3.0,20.0,,,4.0,5.0,16.0,12.0,,,3.0,1.0,1.0,1.0,75.0,141.0,5.0,1.0,,36.0,23.0,,49.0,10.0,14.0,4.0,106.0,93.0,28.0,10.0,235.0,1.0,29.0,348.0,22.0,,40.0,36.0,,,,,10.0,83.0,29.0,29.0,177.0,145.0,17.0,10.0,1960.0,17.0,3.0,732.0,6.0,190.0,115.0,121.0,336.0,336.0,8.0,63.0,70.0,36.0,178.0,1.0,7.0,220.0,513.0,15.0,1.0,33.0,219.0,145.0,28.0,6.0,77.0,29.0,244878.97845458984,372.0,15.0,636.0,52.0,4.0,180.0,1.0,778.0,23.0,5.0,6.0,45.0,1.0,1.0,1098.0,18.0,19.0,19.0,10.0,0.0,7.0,5.0,13.0,23.0,4.0,16.0,24.0,8.0,5.0,4.0,20.0,0.0,,20.0,3.0,,2.0,,,,,,,,,,3.0,,0.0,10.0,,,2.0,,,,,,,2.0,13.0,5.0,7.0,2.0,12.0,4.0,,,1.0,,3.0,63.0,16.0,1.0,2.0,,2.0,,2.0,48.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
19673,263668.0,Ramadan Sobhi,Ramadan Sobhi Ramadan,Ahmed,1997-01-23,Egypt,Egypt,14.0,M,Winger,210,7.0,,31.0,4.0,,37.0,1.0,1.0,3.0,4.0,,6.0,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,11.0,8.0,,,,3.0,,,,3.0,5.0,,9.0,7.0,,,2.0,1.0,,11.0,,,2.0,2.0,,,,,,4.0,1.0,1.0,10.0,2.0,4.0,,75.0,3.0,,43.0,,12.0,9.0,6.0,23.0,23.0,2.0,2.0,4.0,3.0,11.0,,,22.0,37.0,2.0,,3.0,10.0,,,5.0,3.0,3.0,10436.80358886719,24.0,2.0,36.0,,4.0,,,43.0,,,4.0,1.0,1.0,4.0,69.0,3.0,4.0,4.0,1.0,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11074,284909.0,Sandro Ramírez,Sandro,Ramírez,1995-07-09,Spain,Spain,12.0,F,Left/Centre/Right Winger,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24001,281073.0,Kayne Ramsay,Kayne,Ramsay,2000-10-10,England,England,2.0,D,Right Full Back,210,10.0,,,,,10.0,4.0,,2.0,1.0,,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,7.0,3.0,,,,4.0,1.0,,3.0,3.0,,,,,3.0,1.0,,,6.0,2.0,1.0,2.0,90.0,,,14.0,,,,,4.0,4.0,,2.0,,,2.0,,,,10.0,,,,11.0,,7.0,,,,9628.04296875,,,3.0,2.0,,2.0,,14.0,,,,0.0,,4.0,28.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13703,288169.0,Aaron Ramsdale,Aaron,Ramsdale,1998-05-14,England,England,32.0,G,Goalkeeper,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,303239.0,Aaron Ramsey,Aaron,Ramsey,1990-12-26,Wales,Wales,16.0,M,Centre Central Midfielder,210,227.0,38.0,412.0,23.0,26.0,634.0,13.0,21.0,13.0,28.0,14.0,109.0,78.0,21.0,12.0,19.0,13.0,1.0,,1.0,2.0,4.0,6.0,5.0,2.0,10.0,3.0,1.0,3.0,3.0,12.0,28.0,1.0,6.0,21.0,,5.0,1.0,148.0,89.0,2.0,2.0,2.0,33.0,18.0,,1.0,13.0,27.0,6.0,96.0,79.0,3.0,1.0,67.0,2.0,21.0,201.0,14.0,4.0,13.0,11.0,4.0,6.0,5.0,5.0,1.0,32.0,9.0,9.0,222.0,54.0,6.0,2.0,1328.0,18.0,13.0,760.0,1.0,179.0,109.0,34.0,230.0,230.0,11.0,30.0,48.0,33.0,202.0,0.0,9.0,242.0,622.0,6.0,1.0,25.0,258.0,64.0,3.0,23.0,15.0,15.0,179791.07080078125,319.0,14.0,530.0,2.0,25.0,37.0,4.0,773.0,33.0,10.0,14.0,34.0,5.0,13.0,1029.0,78.0,35.0,35.0,20.0,0.0,16.0,12.0,16.0,18.0,,,5.0,5.0,6.0,,,1.0,1.0,,3.0,2.0,1.0,,2.0,,,,,,1.0,2.0,6.0,3.0,2.0,5.0,,,4.0,,,,1.0,,2.0,,11.0,1.0,2.0,,,2.0,,1.0,1.0,,,39.0,7.0,2.0,3.0,,,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13565,19620.0,Marcus Rashford,Marcus,Rashford,1997-10-31,England,England,10.0,F,Left/Centre Second Striker,210,128.0,12.0,401.0,39.0,18.0,520.0,4.0,44.0,29.0,33.0,10.0,182.0,151.0,49.0,35.0,30.0,21.0,3.0,5.0,6.0,9.0,7.0,20.0,14.0,4.0,11.0,7.0,5.0,10.0,9.0,28.0,63.0,9.0,23.0,64.0,1.0,17.0,5.0,210.0,61.0,7.0,16.0,5.0,49.0,22.0,,23.0,18.0,46.0,8.0,181.0,146.0,24.0,13.0,51.0,20.0,26.0,134.0,26.0,10.0,35.0,28.0,8.0,6.0,4.0,6.0,13.0,46.0,3.0,3.0,143.0,28.0,8.0,3.0,2342.0,27.0,40.0,641.0,0.0,133.0,119.0,84.0,379.0,379.0,10.0,10.0,41.0,49.0,179.0,1.0,29.0,249.0,495.0,27.0,8.0,38.0,152.0,21.0,24.0,87.0,55.0,32.0,254964.5361328125,341.0,34.0,569.0,6.0,44.0,30.0,15.0,666.0,84.0,15.0,7.0,24.0,3.0,5.0,1227.0,159.0,81.0,81.0,52.0,0.0,17.0,42.0,22.0,12.0,3.0,5.0,9.0,4.0,8.0,,2.0,1.0,1.0,2.0,13.0,7.0,3.0,1.0,6.0,1.0,3.0,,6.0,12.0,2.0,3.0,8.0,1.0,7.0,7.0,3.0,,16.0,3.0,4.0,,1.0,1.0,6.0,,15.0,2.0,12.0,,2.0,7.0,,,2.0,,1.0,16.0,11.0,11.0,4.0,,,6.0,2.0,23.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,1.0,2.0,1.0,3.0,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,
4276,19300.0,Tim Ream,Tim,Ream,1987-10-05,United States,United States,13.0,D,Left/Centre Central Defender,210,643.0,23.0,282.0,,37.0,925.0,3.0,43.0,47.0,26.0,7.0,232.0,102.0,,1.0,2.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,55.0,111.0,,,,18.0,14.0,1.0,,,5.0,3.0,74.0,84.0,77.0,36.0,73.0,1.0,12.0,392.0,25.0,,49.0,43.0,,,,,36.0,111.0,24.0,24.0,175.0,186.0,18.0,9.0,2049.0,2.0,,1034.0,10.0,141.0,11.0,8.0,146.0,146.0,1.0,63.0,47.0,18.0,431.0,,1.0,59.0,909.0,9.0,0.0,3.0,696.0,48.0,77.0,6.0,1.0,1.0,205186.4630126953,86.0,,358.0,36.0,,84.0,,1053.0,1.0,5.0,1.0,23.0,,4.0,1263.0,1.0,5.0,5.0,8.0,0.0,5.0,6.0,2.0,14.0,1.0,,,,,,10.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,5.0,1.0,3.0,,6.0,,,,,4.0,128.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,30552.0,Nathan Redmond,Nathan,Redmond,1994-03-06,England,England,11.0,M,Left/Right Winger,210,204.0,35.0,665.0,50.0,48.0,848.0,2.0,64.0,25.0,38.0,10.0,315.0,176.0,33.0,41.0,47.0,9.0,,1.0,,,4.0,8.0,8.0,4.0,14.0,5.0,8.0,6.0,16.0,41.0,60.0,5.0,12.0,59.0,1.0,6.0,2.0,279.0,171.0,7.0,6.0,3.0,102.0,27.0,,11.0,55.0,81.0,12.0,274.0,190.0,21.0,8.0,126.0,6.0,29.0,274.0,36.0,6.0,58.0,52.0,6.0,4.0,4.0,4.0,8.0,55.0,20.0,20.0,252.0,56.0,17.0,2.0,3275.0,37.0,22.0,1102.0,2.0,271.0,157.0,138.0,597.0,597.0,38.0,51.0,82.0,102.0,320.0,1.0,25.0,408.0,825.0,52.0,8.0,52.0,238.0,74.0,21.0,166.0,75.0,66.0,374737.3095703125,606.0,33.0,962.0,13.0,57.0,87.0,15.0,1125.0,74.0,8.0,2.0,45.0,6.0,3.0,1894.0,149.0,85.0,85.0,28.0,0.0,9.0,92.0,45.0,22.0,3.0,1.0,21.0,20.0,12.0,,1.0,1.0,1.0,1.0,11.0,6.0,1.0,3.0,3.0,,1.0,,1.0,3.0,,2.0,12.0,,4.0,15.0,2.0,,8.0,,2.0,,3.0,,4.0,2.0,27.0,5.0,9.0,2.0,2.0,6.0,,,1.0,4.0,1.0,28.0,15.0,23.0,1.0,1.0,,3.0,2.0,9.0,3.0,8.0,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,
4818,202622.0,Harrison Reed,Harrison,Reed,1995-01-27,England,England,6.0,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,268500.0,Winston Reid,Winston,Reid,1988-07-03,New Zealand,New Zealand,23.0,D,Centre Central Defender,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13123,287924.0,Jeff Reine-Adélaïde,Jeff,Reine-Adélaïde,1998-01-17,France,France,29.0,M,Left/Right Winger,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,1993-10-06,Portugal,Portugal,21.0,D,Right Full Back,210,511.0,61.0,700.0,9.0,43.0,1196.0,269.0,75.0,66.0,35.0,18.0,230.0,148.0,14.0,11.0,25.0,6.0,,1.0,1.0,1.0,2.0,3.0,5.0,4.0,12.0,1.0,3.0,0.0,3.0,11.0,21.0,1.0,3.0,12.0,1.0,4.0,2.0,269.0,216.0,10.0,,,110.0,57.0,,,69.0,34.0,5.0,244.0,300.0,106.0,55.0,187.0,11.0,41.0,602.0,35.0,2.0,45.0,36.0,1.0,6.0,5.0,6.0,55.0,112.0,60.0,60.0,545.0,208.0,16.0,25.0,3125.0,25.0,9.0,1525.0,6.0,33.0,529.0,113.0,613.0,613.0,14.0,108.0,94.0,110.0,116.0,5.0,6.0,353.0,1190.0,54.0,,33.0,616.0,123.0,106.0,110.0,104.0,104.0,346287.39404296875,492.0,16.0,1020.0,58.0,10.0,122.0,2.0,1532.0,25.0,2.0,,118.0,3.0,312.0,2679.0,79.0,52.0,52.0,48.0,,14.0,68.0,24.0,66.0,7.0,,15.0,15.0,5.0,,5.0,2.0,1.0,2.0,2.0,5.0,,1.0,1.0,,,,,,,,4.0,1.0,2.0,6.0,,,2.0,,,,,,1.0,24.0,10.0,10.0,35.0,24.0,,9.0,,,3.0,1.0,2.0,133.0,8.0,13.0,5.0,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,7.0,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
15202,91041.0,Declan Rice,Declan,Rice,1999-01-14,England,England,41.0,M,Centre Central Midfielder,210,660.0,48.0,652.0,10.0,98.0,1312.0,1.0,42.0,55.0,34.0,10.0,296.0,164.0,14.0,8.0,9.0,10.0,1.0,1.0,5.0,8.0,2.0,7.0,3.0,,1.0,4.0,0.0,4.0,5.0,8.0,11.0,1.0,1.0,13.0,2.0,,,138.0,287.0,1.0,2.0,,63.0,50.0,1.0,,3.0,20.0,7.0,136.0,185.0,54.0,22.0,161.0,,17.0,404.0,34.0,2.0,47.0,43.0,,,,,22.0,126.0,52.0,52.0,463.0,205.0,13.0,6.0,3004.0,3.0,5.0,1503.0,12.0,214.0,192.0,7.0,261.0,261.0,8.0,118.0,161.0,63.0,513.0,,13.0,220.0,1297.0,39.0,1.0,9.0,728.0,77.0,54.0,34.0,3.0,3.0,360604.2075195313,273.0,7.0,793.0,39.0,10.0,144.0,1.0,1518.0,22.0,2.0,,98.0,2.0,2.0,1942.0,27.0,21.0,21.0,7.0,0.0,14.0,26.0,1.0,60.0,4.0,,0.0,0.0,2.0,,8.0,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,3.0,2.0,,1.0,,,,,1.0,,2.0,2.0,4.0,6.0,,2.0,,4.0,,,,1.0,3.0,146.0,6.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,184839.0,Jazz Richards,Jazz,Richards,1991-04-12,Wales,Wales,,D,Right Full Back,210,9.0,1.0,9.0,,,18.0,6.0,1.0,,4.0,,23.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,1.0,1.0,,,,0.0,,2.0,,5.0,1.0,5.0,,,12.0,,,4.0,3.0,,,,,1.0,3.0,2.0,2.0,7.0,7.0,2.0,,129.0,,,25.0,1.0,,9.0,1.0,16.0,16.0,,2.0,2.0,1.0,3.0,,,5.0,18.0,1.0,,,13.0,4.0,5.0,,,,15603.909301757809,8.0,,13.0,2.0,,4.0,,26.0,,,4.0,,,12.0,51.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24630,314636.0,Richarlison,Richarlison,de Andrade,1997-05-10,Brazil,Brazil,9.0,F,Left/Centre/Right Second Striker,210,151.0,14.0,395.0,45.0,22.0,543.0,3.0,154.0,70.0,35.0,16.0,190.0,115.0,65.0,18.0,20.0,35.0,1.0,1.0,8.0,13.0,13.0,20.0,11.0,3.0,24.0,7.0,1.0,9.0,7.0,18.0,60.0,7.0,11.0,45.0,3.0,8.0,5.0,196.0,162.0,2.0,8.0,9.0,74.0,16.0,,,35.0,90.0,7.0,330.0,226.0,39.0,29.0,72.0,27.0,32.0,225.0,32.0,13.0,34.0,29.0,9.0,1.0,,1.0,29.0,112.0,16.0,16.0,178.0,42.0,13.0,3.0,2678.0,11.0,29.0,786.0,2.0,190.0,152.0,70.0,557.0,557.0,33.0,45.0,84.0,74.0,194.0,4.0,28.0,251.0,536.0,28.0,,21.0,194.0,23.0,39.0,80.0,47.0,47.0,313816.8623046875,415.0,51.0,646.0,11.0,51.0,44.0,17.0,793.0,83.0,16.0,3.0,49.0,4.0,5.0,1496.0,154.0,111.0,111.0,73.0,,15.0,38.0,32.0,34.0,5.0,,3.0,3.0,13.0,,,,1.0,,11.0,9.0,,3.0,2.0,,1.0,,,1.0,3.0,4.0,20.0,4.0,7.0,6.0,0.0,,5.0,,,1.0,1.0,,2.0,,26.0,4.0,12.0,,,5.0,,,1.0,2.0,1.0,20.0,10.0,14.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,3.0,1.0,,1.0,,4.0,1.0,2.0,1.0,,,,,,2.0,,,,,1.0,0.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
26076,283466.0,Diego Rico,Diego,Rico,1993-02-23,Spain,Spain,15.0,D,Left Full Back,210,106.0,9.0,112.0,1.0,8.0,207.0,54.0,9.0,7.0,12.0,7.0,70.0,40.0,,9.0,7.0,,,,,,,,,,7.0,3.0,1.0,,6.0,8.0,5.0,,,2.0,,,,36.0,47.0,2.0,,,27.0,8.0,,12.0,15.0,5.0,,31.0,36.0,17.0,7.0,55.0,,10.0,141.0,5.0,,19.0,18.0,,,,,7.0,22.0,14.0,14.0,9.0,45.0,11.0,6.0,607.0,6.0,,271.0,2.0,102.0,6.0,41.0,126.0,126.0,3.0,28.0,16.0,27.0,99.0,,6.0,65.0,195.0,11.0,1.0,11.0,132.0,17.0,17.0,4.0,39.0,29.0,74945.52856445312,101.0,2.0,192.0,12.0,1.0,23.0,,285.0,9.0,2.0,7.0,14.0,,61.0,498.0,3.0,4.0,4.0,11.0,0.0,1.0,4.0,5.0,9.0,1.0,4.0,11.0,7.0,,2.0,2.0,1.0,,4.0,,,,,,,,,,1.0,,,,,2.0,3.0,,,,1.0,,,,,,3.0,3.0,,11.0,3.0,3.0,1.0,,,,,2.0,24.0,5.0,1.0,1.0,,,,,10.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,50336.0,Jairo Riedewald,Jairo,Riedewald,1996-09-09,Netherlands,Netherlands,44.0,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,30598.0,Matt Ritchie,Matt,Ritchie,1989-09-10,England,Scotland,11.0,M,Left/Right Winger,210,338.0,45.0,533.0,10.0,59.0,803.0,163.0,65.0,35.0,36.0,39.0,277.0,124.0,25.0,16.0,31.0,13.0,,,2.0,3.0,2.0,12.0,4.0,5.0,28.0,3.0,1.0,6.0,6.0,16.0,30.0,,2.0,7.0,5.0,4.0,1.0,255.0,171.0,8.0,3.0,1.0,93.0,28.0,2.0,102.0,77.0,19.0,8.0,183.0,155.0,61.0,32.0,168.0,8.0,55.0,396.0,35.0,2.0,40.0,35.0,1.0,8.0,7.0,4.0,32.0,74.0,51.0,51.0,126.0,178.0,16.0,15.0,2939.0,33.0,10.0,1050.0,11.0,333.0,139.0,253.0,635.0,635.0,8.0,89.0,74.0,93.0,323.0,1.0,18.0,249.0,761.0,23.0,1.0,60.0,421.0,118.0,61.0,32.0,259.0,174.0,365834.6619873047,393.0,12.0,938.0,53.0,11.0,155.0,1.0,1100.0,41.0,14.0,1.0,70.0,5.0,221.0,2050.0,50.0,45.0,45.0,38.0,0.0,12.0,15.0,38.0,44.0,9.0,29.0,68.0,39.0,2.0,3.0,9.0,,,21.0,7.0,,1.0,1.0,1.0,,,,,,,1.0,7.0,2.0,8.0,6.0,,,4.0,,,,1.0,,2.0,15.0,13.0,6.0,77.0,15.0,20.0,5.0,3.0,4.0,1.0,,2.0,78.0,27.0,0.0,6.0,,1.0,1.0,1.0,85.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,
