id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,formation_place,mins_played,total_sub_on,wins,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obx_centre,att_openplay,att_rf_goal,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yardplus,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,head_clearance,head_pass,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,own_goals,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,yellow_card,dispossessed,won_contest,accurate_goal_kicks,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,cross_not_claimed,stand_catch,total_keeper_sweeper,att_assist_setplay,att_bx_right,att_cmiss_right,att_hd_post,att_ibox_post,att_post_high,big_chance_created,crosses_18yard,goal_assist,goal_assist_intentional,goal_assist_setplay,hit_woodwork,post_scoring_att,total_sub_off,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_freekick_miss,att_freekick_target,att_freekick_total,att_obox_miss,att_obox_target,att_rf_target,att_sv_high_centre,clearance_off_line,corner_taken,fouled_final_third,foul_throw_in,freekick_cross,goal_assist_deadball,goal_assist_openplay,second_goal_assist,total_corners_intobox,total_through_ball,assist_own_goal,att_bx_left,att_cmiss_left,att_fastbreak,att_goal_high_left,att_goal_high_right,att_miss_high_right,att_obp_goal,att_pen_goal,att_post_right,att_sv_high_left,dangerous_play,goals_openplay,hand_ball,penalty_won,shot_fastbreak,total_fastbreak,total_pull_back,accurate_pull_back,att_one_on_one,attempts_obox,att_cmiss_high_right,att_goal_high_centre,att_lg_centre,att_miss_high_left,att_obox_goal,att_sv_high_right,times_tackled,winning_goal,assist_pass_lost,error_lead_to_goal,att_obxd_left,att_obx_right,assist_attempt_saved,assist_free_kick_won,att_obxd_right,att_cmiss_high_left,att_obox_post,att_post_left,goal_fastbreak,assist_penalty_won,att_obx_left,att_freekick_goal,red_card,second_yellow,att_pen_target,assist_blocked_shot,accurate_keeper_sweeper,dive_catch,att_freekick_post,att_corner,penalty_faced,penalty_save,stand_save,assist_post,att_pen_post,att_lg_left,att_lg_right,back_pass,att_pen_miss
4601,289289.0,Artur Boruc,Artur,Boruc,1980-02-20,Poland,Poland,1.0,G,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16540,185381.0,Mathias Bossaerts,Mathias,Bossaerts,1996-07-10,Belgium,Belgium,44.0,D,Centre/Right Central Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,171021.0,Dedryck Boyata,Dedryck,Boyata,1990-11-28,Belgium,Belgium,4.0,D,Centre/Right Central Defender,27,2.0,5.0,91.0,1.0,2.0,30.0,,,,,11.0,,,1.0,41.0,,,4.0,3.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,1.0,1.0,,,,,,3.0,10.0,1.0,10.0,7.0,,,3.0,17.0,1.0,,1.0,1.0,,7.0,4.0,2.0,,2.0,,24.0,10.0,9.0,,1.0,1.0,,,,47.0,1.0,,,,4.0,,,,6.0,6.0,,4.0,7.0,1.0,6.0,,,,,41.0,1.0,,34.0,1.0,10.0,1.0,,,,,13.0,1.0,,3.0,,47.0,,3.0,,69.0,,,,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,261659.0,George Boyd,George,Boyd,1985-10-02,Scotland,Scotland,14.0,F,Winger,27,36.0,262.0,3020.0,1.0,7.0,173.0,12.0,19.0,13.0,13.0,331.0,10.0,20.0,21.0,485.0,12.0,77.0,45.0,27.0,295.0,241.0,2.0,32.0,17.0,2.0,1.0,,2.0,,1.0,,1.0,12.0,3.0,7.0,4.0,4.0,6.0,37.0,3.0,5.0,3.0,9.0,22.0,38.0,1.0,11.0,3.0,5.0,,,159.0,171.0,2.0,2.0,9.0,77.0,21.0,64.0,8.0,7.0,12.0,253.0,219.0,9.0,58.0,40.0,,75.0,40.0,207.0,35.0,5.0,50.0,44.0,6.0,40.0,90.0,52.0,2.0,52.0,,171.0,66.0,29.0,17.0,11.0,,15.0,21.0,13.0,644.0,8.0,8.0,,65.0,161.0,1.0,34.0,3.0,353.0,353.0,20.0,61.0,90.0,77.0,118.0,1.0,15.0,1.0,157.0,474.0,61.0,36.0,197.0,42.0,58.0,66.0,72.0,50.0,246.0,41.0,530.0,27.0,23.0,43.0,13.0,655.0,49.0,114.0,12.0,1310.0,8.0,45.0,45.0,34.0,25.0,83.0,7.0,40.0,30.0,1.0,,,,,1.0,,,,,,,,,,,,2.0,3.0,,,1.0,1.0,3.0,43.0,2.0,1.0,,2.0,1.0,9.0,6.0,,1.0,,,,7.0,4.0,2.0,1.0,,28.0,6.0,,,,2.0,,22.0,1.0,,5.0,3.0,1.0,1.0,1.0,,,,,,1.0,3.0,2.0,,1.0,1.0,3.0,2.0,1.0,3.0,,,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,312005.0,Brad Smith,Brad,Smith,1994-04-09,Australia,Australia,5.0,D,Left Full Back,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,315651.0,Robbie Brady,Robbie,Brady,1992-01-14,Ireland,Ireland,,M,Left Winger,27,27.0,88.0,1755.0,10.0,6.0,209.0,26.0,49.0,27.0,7.0,354.0,11.0,12.0,43.0,514.0,77.0,28.0,41.0,11.0,127.0,109.0,,19.0,4.0,,,,,,,,,2.0,,3.0,3.0,,3.0,15.0,,2.0,2.0,9.0,14.0,12.0,,8.0,3.0,1.0,2.0,1.0,124.0,131.0,,,16.0,37.0,11.0,24.0,4.0,34.0,6.0,114.0,137.0,16.0,62.0,36.0,,155.0,16.0,305.0,17.0,,24.0,17.0,7.0,36.0,74.0,30.0,1.0,30.0,,33.0,151.0,56.0,15.0,14.0,1.0,22.0,13.0,6.0,703.0,3.0,6.0,,262.0,38.0,,92.0,,470.0,470.0,6.0,78.0,47.0,37.0,281.0,,6.0,,154.0,491.0,16.0,35.0,259.0,76.0,62.0,52.0,175.0,117.0,280.0,18.0,659.0,75.0,13.0,141.0,4.0,743.0,23.0,43.0,119.0,1373.0,,15.0,15.0,27.0,22.0,32.0,2.0,23.0,29.0,,,,,,,,,,,,,,,,,,14.0,,,,,2.0,6.0,60.0,2.0,1.0,,2.0,2.0,6.0,22.0,5.0,,,1.0,7.0,1.0,3.0,3.0,,,63.0,6.0,,23.0,,2.0,1.0,58.0,,,3.0,1.0,,,,,,,,1.0,,,,,,,2.0,,,,,,1.0,,,1.0,3.0,0.0,,1.0,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,
9032,117138.0,Cameron Brannagan,Cameron,Brannagan,1996-05-09,England,England,8.0,M,Centre Central Midfielder,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,181373.0,Raheem Hanley,Raheem,Hanley,1994-03-24,England,England,,D,Defender,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,58489.0,Steve Harper,Steve,Harper,1975-03-14,England,England,33.0,G,Goalkeeper,27,10.0,10.0,853.0,,3.0,44.0,,,,,66.0,39.0,,77.0,110.0,,,4.0,,69.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,2.0,,2.0,4.0,,2.0,2.0,6.0,,10.0,,,62.0,,232.0,10.0,,10.0,9.0,1.0,,,,,,,11.0,191.0,65.0,5.0,7.0,,,,,104.0,,,,17.0,79.0,,1.0,1.0,145.0,145.0,,10.0,,2.0,10.0,,,,15.0,51.0,,,60.0,,10.0,,,,62.0,,193.0,114.0,,220.0,,253.0,,,,332.0,,1.0,1.0,3.0,,,,,,28.0,18.0,7.0,18.0,,73.0,14.0,65.0,18.0,7.0,19.0,11.0,30.0,14.0,,3.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,1.0,,1.0,,,,,,
4373,166985.0,Michael Harriman,Michael,Harriman,1992-10-23,Ireland,Ireland,2.0,D,Right Full Back,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,14696.0,Scott Harrison,Scott,Harrison,1993-09-03,England,England,5.0,D,Centre Central Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,289224.0,Joe Hart,Joe,Hart,1987-04-19,England,England,1.0,G,Goalkeeper,27,36.0,36.0,3240.0,,22.0,273.0,11.0,,,,110.0,66.0,,180.0,383.0,,2.0,16.0,,207.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,,,1.0,1.0,,,14.0,,7.0,3.0,18.0,1.0,36.0,,,135.0,,642.0,36.0,,34.0,28.0,6.0,,1.0,,,,,87.0,446.0,111.0,7.0,21.0,,,,,391.0,,,,93.0,126.0,,10.0,1.0,432.0,432.0,,30.0,,1.0,75.0,,,,24.0,215.0,,,360.0,19.0,36.0,,,,135.0,,444.0,285.0,,599.0,,804.0,,,,1154.0,,1.0,1.0,4.0,,,1.0,1.0,,96.0,153.0,18.0,48.0,7.0,228.0,46.0,209.0,160.0,30.0,51.0,36.0,87.0,49.0,4.0,9.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,26.0,2.0,,,2.0,1.0,5.0,,,,,,
4713,314370.0,Isaac Hayden,Isaac,Hayden,1995-03-22,England,England,,M,Centre Central Midfielder,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,159895.0,Eden Hazard,Eden,Hazard,1991-01-07,Belgium,Belgium,7.0,F,Left/Centre/Right Second Striker,27,38.0,418.0,3372.0,,26.0,319.0,80.0,11.0,11.0,43.0,1619.0,,81.0,88.0,1927.0,23.0,35.0,15.0,9.0,206.0,204.0,3.0,90.0,21.0,1.0,5.0,3.0,6.0,3.0,1.0,,4.0,13.0,13.0,11.0,9.0,5.0,9.0,25.0,6.0,3.0,7.0,9.0,29.0,66.0,6.0,48.0,2.0,10.0,3.0,2.0,467.0,228.0,6.0,10.0,4.0,76.0,22.0,23.0,12.0,7.0,9.0,273.0,336.0,4.0,9.0,4.0,,284.0,12.0,614.0,38.0,14.0,30.0,25.0,5.0,4.0,57.0,23.0,1.0,23.0,,372.0,114.0,81.0,3.0,4.0,,38.0,62.0,33.0,2193.0,1.0,14.0,,478.0,274.0,,118.0,3.0,645.0,645.0,33.0,60.0,135.0,76.0,764.0,,23.0,3.0,1165.0,1903.0,26.0,101.0,361.0,125.0,9.0,280.0,61.0,58.0,1369.0,68.0,1917.0,5.0,85.0,130.0,4.0,2217.0,78.0,28.0,25.0,3098.0,14.0,78.0,78.0,113.0,41.0,25.0,2.0,103.0,180.0,,,,,,,,,,,,,,,,,,1.0,6.0,3.0,,3.0,1.0,12.0,50.0,9.0,7.0,,3.0,3.0,12.0,,,6.0,,,,9.0,10.0,10.0,2.0,,8.0,43.0,,1.0,,9.0,5.0,3.0,11.0,,11.0,1.0,3.0,,,4.0,,3.0,1.0,,,9.0,,3.0,3.0,9.0,8.0,4.0,1.0,2.0,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
2933,277767.0,Tom Heaton,Tom,Heaton,1986-04-15,England,England,22.0,G,Goalkeeper,27,38.0,38.0,3420.0,,7.0,177.0,3.0,,,,282.0,187.0,,349.0,459.0,,1.0,11.0,,331.0,265.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,1.0,,1.0,10.0,,12.0,2.0,15.0,,25.0,2.0,,326.0,,912.0,38.0,,53.0,47.0,6.0,2.0,2.0,,,,,45.0,784.0,283.0,19.0,30.0,,,2.0,,475.0,,,1.0,81.0,171.0,,20.0,3.0,550.0,550.0,,27.0,,1.0,44.0,,,,94.0,230.0,,2.0,222.0,3.0,25.0,2.0,,,326.0,,779.0,516.0,,890.0,,1001.0,,,,1384.0,,,,3.0,,,1.0,,2.0,151.0,149.0,29.0,70.0,4.0,307.0,51.0,297.0,153.0,15.0,70.0,56.0,128.0,53.0,2.0,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,18.0,9.0,,,5.0,2.0,5.0,,,,,,
4723,122739.0,Nicklas Helenius,Nicklas,Helenius,1991-05-08,Denmark,Denmark,8.0,F,Centre Striker,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,5990.0,Jordan Henderson,Jordan,Henderson,1990-06-17,England,England,14.0,M,Centre Central Midfielder,27,37.0,242.0,3255.0,1.0,18.0,770.0,107.0,31.0,16.0,12.0,1059.0,6.0,46.0,113.0,1798.0,53.0,40.0,39.0,15.0,210.0,187.0,,47.0,13.0,,1.0,2.0,1.0,,3.0,,3.0,5.0,3.0,6.0,5.0,,3.0,6.0,5.0,6.0,4.0,11.0,31.0,37.0,6.0,41.0,1.0,4.0,1.0,2.0,355.0,204.0,1.0,2.0,10.0,91.0,16.0,29.0,13.0,12.0,8.0,144.0,152.0,10.0,61.0,31.0,,336.0,32.0,691.0,36.0,6.0,45.0,35.0,10.0,31.0,115.0,32.0,4.0,32.0,,668.0,294.0,195.0,11.0,12.0,1.0,24.0,42.0,14.0,2124.0,7.0,3.0,,151.0,420.0,,111.0,1.0,556.0,556.0,15.0,66.0,123.0,91.0,467.0,2.0,20.0,1.0,508.0,1747.0,53.0,67.0,848.0,234.0,61.0,23.0,101.0,60.0,735.0,31.0,1434.0,28.0,46.0,206.0,4.0,2181.0,50.0,85.0,62.0,2793.0,3.0,30.0,30.0,22.0,22.0,61.0,6.0,33.0,10.0,,,,,,,,,,,,,,,,,,10.0,2.0,1.0,,,,9.0,35.0,9.0,7.0,1.0,,,,15.0,5.0,7.0,2.0,,4.0,14.0,3.0,5.0,1.0,,45.0,6.0,,13.0,1.0,8.0,,41.0,19.0,,3.0,2.0,4.0,,1.0,4.0,,1.0,,,1.0,5.0,2.0,,4.0,7.0,3.0,2.0,,2.0,,1.0,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,282043.0,Wayne Hennessey,Wayne,Hennessey,1987-01-24,Wales,Wales,13.0,G,Goalkeeper,27,3.0,2.0,215.0,1.0,2.0,6.0,,,,,17.0,6.0,,17.0,23.0,,,,,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,1.0,,1.0,,,,,,,28.0,,63.0,2.0,,2.0,2.0,,,,,,,,2.0,59.0,17.0,,,,,,,29.0,,,,10.0,5.0,,1.0,1.0,45.0,45.0,,3.0,,,3.0,,,,5.0,10.0,,,9.0,1.0,,,,,28.0,,59.0,35.0,,62.0,,68.0,,,,85.0,,,,,,,,,,8.0,6.0,,1.0,,18.0,6.0,13.0,6.0,,2.0,2.0,4.0,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,
4542,17526.0,Ángelo Henríquez,Ángelo,Henríquez,1994-04-13,Chile,Chile,9.0,F,Centre Striker,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,140904.0,Karl Henry,Karl,Henry,1982-11-26,England,England,48.0,M,Centre Central Midfielder,27,33.0,175.0,2504.0,6.0,7.0,389.0,52.0,3.0,3.0,4.0,439.0,11.0,14.0,82.0,825.0,3.0,22.0,27.0,17.0,297.0,171.0,,10.0,,,,,,,,,,,,1.0,,,1.0,3.0,,2.0,2.0,3.0,9.0,8.0,,7.0,1.0,1.0,,,158.0,144.0,,,9.0,28.0,3.0,16.0,5.0,8.0,6.0,98.0,119.0,9.0,23.0,12.0,,195.0,39.0,358.0,27.0,,51.0,44.0,7.0,12.0,90.0,36.0,6.0,36.0,,263.0,181.0,115.0,20.0,9.0,,4.0,8.0,1.0,1007.0,5.0,1.0,,145.0,149.0,,30.0,2.0,263.0,263.0,3.0,62.0,79.0,28.0,244.0,1.0,6.0,,163.0,810.0,14.0,12.0,431.0,115.0,23.0,11.0,18.0,16.0,263.0,14.0,610.0,44.0,14.0,160.0,,1023.0,10.0,61.0,4.0,1305.0,,18.0,18.0,27.0,1.0,48.0,8.0,18.0,5.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,7.0,,,,,,7.0,,1.0,,,,,5.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,1.0,,,,,1.0,,3.0,,,,,,,,,,,1.0,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432,180321.0,Rushian Marcus Amari Hepburn-Murphy,Rushian Marcus Amari,Hepburn-Murphy,1998-08-28,England,England,,F,Forward,27,1.0,0.0,7.0,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,19007.0,Chris Herd,Chris,Herd,1989-04-04,Australia,Australia,25.0,M,Centre Defensive Midfielder,27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10460,134709.0,Abel Hernández,Abel,Hernández,1990-08-08,Uruguay,Uruguay,11.0,F,Striker,27,25.0,141.0,1312.0,10.0,4.0,63.0,8.0,,,7.0,158.0,,35.0,2.0,221.0,4.0,48.0,25.0,3.0,85.0,94.0,1.0,8.0,27.0,,1.0,2.0,1.0,2.0,7.0,2.0,12.0,7.0,4.0,13.0,9.0,2.0,10.0,32.0,3.0,5.0,8.0,3.0,17.0,38.0,,7.0,5.0,4.0,6.0,3.0,83.0,46.0,5.0,2.0,,20.0,10.0,5.0,2.0,,8.0,112.0,65.0,,2.0,,,21.0,17.0,63.0,15.0,4.0,17.0,11.0,6.0,,51.0,5.0,,5.0,,82.0,13.0,6.0,13.0,,,3.0,6.0,19.0,281.0,,5.0,,40.0,36.0,,11.0,,176.0,176.0,7.0,8.0,31.0,20.0,71.0,,22.0,2.0,85.0,203.0,13.0,9.0,78.0,12.0,2.0,27.0,7.0,7.0,129.0,26.0,228.0,2.0,37.0,4.0,15.0,299.0,51.0,14.0,4.0,522.0,2.0,34.0,34.0,13.0,8.0,10.0,2.0,36.0,14.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,,2.0,2.0,9.0,,,,,,,7.0,6.0,3.0,2.0,,,7.0,,,,1.0,,,,,2.0,2.0,1.0,,,,,1.0,1.0,,,3.0,4.0,1.0,1.0,1.0,,,1.0,,,,,4.0,,,0.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10475,160260.0,Ander Herrera,Ander,Herrera,1989-08-14,Spain,Spain,21.0,M,Centre Central Midfielder,27,26.0,142.0,1868.0,7.0,15.0,519.0,50.0,9.0,9.0,7.0,876.0,3.0,67.0,78.0,1386.0,5.0,12.0,12.0,22.0,119.0,62.0,,22.0,9.0,,1.0,2.0,3.0,,2.0,,2.0,4.0,5.0,7.0,1.0,2.0,,9.0,1.0,6.0,8.0,9.0,20.0,34.0,4.0,25.0,1.0,,,,269.0,132.0,1.0,,5.0,47.0,13.0,28.0,5.0,8.0,4.0,101.0,150.0,5.0,22.0,5.0,3.0,136.0,30.0,336.0,19.0,6.0,23.0,19.0,4.0,5.0,48.0,51.0,3.0,51.0,,407.0,113.0,78.0,7.0,4.0,,8.0,18.0,7.0,1537.0,8.0,3.0,,110.0,399.0,,54.0,2.0,233.0,233.0,12.0,43.0,77.0,47.0,542.0,,17.0,,451.0,1370.0,25.0,26.0,553.0,80.0,22.0,34.0,17.0,17.0,544.0,19.0,1018.0,17.0,67.0,115.0,2.0,1554.0,37.0,73.0,5.0,1929.0,,14.0,14.0,39.0,10.0,45.0,6.0,25.0,26.0,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,3.0,9.0,4.0,3.0,,,,5.0,,,5.0,,,,10.0,,1.0,1.0,1.0,,13.0,,,,4.0,,,14.0,,3.0,1.0,1.0,,,2.0,,,,,,6.0,,,1.0,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
