id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_cmiss_high,att_cmiss_high_left,att_cmiss_left,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_total,att_goal_low_left,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_high_left,att_sv_high_right,att_sv_low_centre,ball_recovery,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,freekick_cross,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_bx_centre,att_bx_left,att_bx_right,att_fastbreak,att_goal_low_right,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_post_high,att_setpiece,att_sv_low_left,att_sv_low_right,goals_openplay,hit_woodwork,penalty_conceded,penalty_won,post_scoring_att,shot_fastbreak,six_yard_block,total_fastbreak,att_cmiss_high_right,att_cmiss_right,att_obp_goal,att_obx_right,att_pen_target,att_post_right,att_sv_high_centre,dangerous_play,head_pass,open_play_pass,successful_open_play_pass,touches_in_opp_box,att_lg_centre,offside_provoked,red_card,times_tackled,winning_goal,att_post_left,last_man_tackle,att_hd_goal,own_goals,gk_smother,clearance_off_line,goal_assist_setplay,accurate_freekick_cross,att_freekick_post,att_obox_post,att_pen_goal,goal_assist_deadball,attempts_ibox,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_lf_goal,goal_fastbreak,error_lead_to_goal,att_obxd_left,att_obxd_right,att_obx_left,att_pen_post,att_goal_high_centre,second_yellow,diving_save,attempts_obox,penalty_save,back_pass,att_lg_left,rescinded_red_card,backward_pass,rightside_pass,att_pen_miss,leftside_pass
3535,11873.0,Lee Holmes,Lee,Holmes,1987-04-02,England,England,10.0,F,Left/Right Winger,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,108983.0,Hossam Ghaly,Hossam,El Sayed Ghaly,1981-12-15,Egypt,Egypt,14.0,M,Centre Central Midfielder,16,117.0,21.0,,1.0,1.0,4.0,258.0,2.0,21.0,22.0,374.0,4.0,4.0,4.0,6.0,15.0,120.0,80.0,14.0,2.0,,,1.0,,,,,,,1.0,1.0,,1.0,,2.0,,3.0,2.0,7.0,5.0,,2.0,7.0,,,1.0,89.0,2.0,20.0,,1.0,4.0,13.0,25.0,4.0,78.0,98.0,13.0,4.0,,128.0,0.0,5.0,20.0,2.0,13.0,,29.0,23.0,6.0,1.0,1.0,1.0,3.0,5.0,34.0,1.0,33.0,68.0,41.0,11.0,1.0,1106.0,4.0,13.0,2.0,2.0,54.0,86.0,40.0,1.0,201.0,192.0,18.0,13.0,58.0,3.0,130.0,17.0,142.0,48.0,22.0,33.0,,19.0,19.0,210.0,10.0,384.0,5.0,21.0,41.0,,507.0,7.0,5.0,2.0,40.0,4.0,4.0,747.0,45.0,31.0,,21.0,2.0,26.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,24.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,13141.0,Steve Howard,Steve,Howard,1976-05-10,Scotland,Scotland,9.0,F,Forward,16,67.0,1.0,,1.0,1.0,55.0,214.0,,35.0,3.0,280.0,,2.0,61.0,75.0,20.0,145.0,130.0,9.0,,,,2.0,,,,,,1.0,5.0,,2.0,4.0,7.0,4.0,,2.0,2.0,7.0,24.0,,4.0,13.0,2.0,1.0,,33.0,6.0,3.0,1.0,,4.0,1.0,18.0,4.0,129.0,118.0,14.0,12.0,,88.0,200.0,8.0,47.0,,14.0,1.0,36.0,25.0,11.0,3.0,1.0,3.0,2.0,20.0,1.0,,1.0,24.0,9.0,15.0,5.0,1392.0,5.0,7.0,10.0,,56.0,69.0,42.0,2.0,238.0,229.0,10.0,2.0,21.0,19.0,127.0,12.0,83.0,5.0,23.0,3.0,,5.0,5.0,283.0,164.0,405.0,,40.0,7.0,17.0,483.0,35.0,2.0,6.0,7.0,,2.0,614.0,33.0,35.0,1.0,1.0,6.0,4.0,3.0,,,,,,,,,,,,,,,,,,22.0,2.0,,1.0,1.0,14.0,1.0,5.0,20.0,2.0,1.0,16.0,1.0,7.0,,,3.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,15.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,96824.0,David Howland,David,Howland,1986-09-17,Northern Ireland,Northern Ireland,8.0,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,144722.0,Justin Hoyte,Justin,Hoyte,1984-11-20,England,,32.0,D,Right Full Back,16,27.0,3.0,,,,,34.0,,1.0,1.0,61.0,,17.0,1.0,,5.0,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,11.0,1.0,3.0,1.0,,5.0,,4.0,1.0,9.0,4.0,7.0,3.0,1.0,14.0,0.0,1.0,1.0,,2.0,,1.0,,1.0,,,,,5.0,4.0,,4.0,13.0,9.0,1.0,1.0,154.0,,,,,1.0,30.0,2.0,,35.0,29.0,3.0,6.0,2.0,,23.0,,30.0,6.0,13.0,,,5.0,5.0,33.0,,51.0,3.0,1.0,6.0,,76.0,1.0,1.0,3.0,2.0,,22.0,131.0,3.0,2.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,176377.0,Hermann Hreidarsson,Hermann,Hreidarsson,1974-07-11,Iceland,Iceland,5.0,D,Defender,16,268.0,21.0,,8.0,8.0,1.0,305.0,8.0,6.0,33.0,565.0,1.0,175.0,19.0,55.0,32.0,229.0,172.0,14.0,,,2.0,1.0,,,,,,7.0,,3.0,,6.0,2.0,1.0,,1.0,,2.0,8.0,,,1.0,1.0,,2.0,125.0,3.0,19.0,11.0,,21.0,15.0,30.0,7.0,101.0,128.0,123.0,56.0,1.0,188.0,108.0,2.0,28.0,,30.0,3.0,33.0,27.0,6.0,1.0,1.0,1.0,2.0,131.0,36.0,3.0,36.0,244.0,123.0,12.0,22.0,2591.0,7.0,8.0,6.0,13.0,240.0,12.0,51.0,1.0,498.0,366.0,7.0,76.0,42.0,11.0,139.0,15.0,332.0,52.0,255.0,13.0,,36.0,36.0,253.0,14.0,495.0,65.0,6.0,98.0,2.0,791.0,20.0,4.0,2.0,48.0,2.0,247.0,1528.0,35.0,19.0,13.0,6.0,9.0,39.0,3.0,,,,,,,,,,,,,,,,,,13.0,1.0,,,1.0,8.0,,1.0,10.0,2.0,3.0,10.0,,3.0,2.0,,5.0,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,10.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
2991,6697.0,Tom Huddlestone,Tom,Huddlestone,1986-12-28,England,England,23.0,M,Centre Central Midfielder,16,373.0,94.0,6.0,18.0,12.0,7.0,522.0,17.0,19.0,160.0,877.0,3.0,10.0,20.0,16.0,28.0,145.0,144.0,19.0,7.0,5.0,,3.0,,1.0,2.0,7.0,3.0,10.0,11.0,,2.0,7.0,5.0,15.0,2.0,21.0,10.0,47.0,39.0,1.0,10.0,42.0,,1.0,5.0,192.0,15.0,23.0,6.0,40.0,12.0,18.0,26.0,9.0,109.0,122.0,55.0,20.0,,319.0,0.0,3.0,38.0,34.0,18.0,3.0,41.0,27.0,14.0,7.0,6.0,4.0,1.0,38.0,39.0,6.0,39.0,252.0,148.0,11.0,11.0,1940.0,8.0,25.0,14.0,12.0,165.0,154.0,142.0,,474.0,422.0,40.0,45.0,107.0,25.0,257.0,33.0,419.0,173.0,107.0,13.0,39.0,103.0,64.0,444.0,19.0,849.0,86.0,20.0,247.0,1.0,1165.0,54.0,1.0,10.0,80.0,4.0,12.0,1660.0,30.0,17.0,8.0,9.0,15.0,50.0,5.0,,,,,,,,,,,,,,,,,,4.0,,2.0,,,2.0,,,2.0,,1.0,4.0,,1.0,1.0,,5.0,1.0,2.0,2.0,,,,,,,,,1.0,,,,,2.0,,,,,,,3.0,,,,,,,,,,3.0,8.0,,,,3.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,
1230,122564.0,Aaron Hughes,Aaron,Hughes,1979-11-08,Northern Ireland,Northern Ireland,3.0,D,Centre Central Defender,16,294.0,38.0,,1.0,1.0,1.0,151.0,23.0,,70.0,444.0,,3.0,43.0,46.0,30.0,255.0,167.0,3.0,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,,1.0,2.0,1.0,1.0,2.0,118.0,1.0,10.0,7.0,,2.0,,5.0,10.0,69.0,119.0,229.0,122.0,,153.0,0.0,,11.0,,29.0,,44.0,37.0,7.0,,,,,197.0,40.0,8.0,40.0,225.0,109.0,13.0,31.0,2660.0,1.0,2.0,5.0,18.0,16.0,79.0,24.0,3.0,367.0,210.0,2.0,73.0,43.0,1.0,65.0,3.0,346.0,76.0,386.0,2.0,,2.0,2.0,160.0,1.0,296.0,102.0,,149.0,,640.0,7.0,1.0,1.0,52.0,,5.0,1185.0,21.0,19.0,7.0,2.0,2.0,32.0,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,4.0,4.0,1.0,,1.0,,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,261185.0,Nicky Hunt,Nicky,Hunt,1983-09-03,England,England,,D,Central Defender,16,64.0,12.0,,13.0,13.0,,142.0,18.0,1.0,34.0,193.0,2.0,82.0,9.0,7.0,14.0,78.0,74.0,3.0,2.0,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,3.0,1.0,4.0,5.0,,1.0,5.0,,,,75.0,,8.0,3.0,,17.0,23.0,4.0,1.0,31.0,44.0,65.0,30.0,,176.0,34.0,3.0,10.0,5.0,12.0,,16.0,10.0,6.0,,,,,45.0,22.0,1.0,22.0,131.0,60.0,9.0,9.0,1102.0,3.0,2.0,1.0,3.0,13.0,117.0,69.0,,276.0,228.0,16.0,30.0,29.0,4.0,85.0,5.0,80.0,40.0,113.0,3.0,,45.0,45.0,169.0,1.0,281.0,52.0,1.0,79.0,1.0,316.0,5.0,5.0,2.0,25.0,2.0,143.0,706.0,19.0,9.0,4.0,3.0,9.0,21.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,11866.0,Paul Huntington,Paul,Huntington,1987-09-17,England,England,23.0,D,Centre Central Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,268106.0,Sam Hutchinson,Sam,Hutchinson,1989-08-03,England,England,5.0,M,Centre Central Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,4201.0,Ronald Huth,Ronald,Huth,1989-10-30,Paraguay,Paraguay,,D,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,9993.0,Alan Hutton,Alan,Hutton,1984-11-30,Scotland,Scotland,3.0,D,Defender,16,176.0,20.0,,11.0,11.0,2.0,275.0,5.0,5.0,28.0,440.0,,110.0,7.0,10.0,14.0,103.0,81.0,12.0,,,,,,,,,,2.0,,,,1.0,1.0,3.0,,,,3.0,7.0,,1.0,5.0,,,,98.0,4.0,6.0,4.0,,34.0,22.0,15.0,6.0,58.0,105.0,48.0,24.0,,129.0,0.0,13.0,9.0,,14.0,,20.0,16.0,4.0,1.0,1.0,1.0,3.0,40.0,29.0,3.0,29.0,130.0,81.0,4.0,10.0,1215.0,6.0,7.0,2.0,4.0,7.0,184.0,43.0,,280.0,244.0,15.0,33.0,50.0,2.0,113.0,13.0,204.0,48.0,84.0,47.0,,56.0,56.0,190.0,3.0,421.0,21.0,5.0,56.0,1.0,569.0,8.0,1.0,,31.0,,138.0,1003.0,17.0,41.0,4.0,23.0,6.0,21.0,1.0,,,,,,,,,,,,,,,,,,2.0,,3.0,1.0,,1.0,,,1.0,1.0,,2.0,,2.0,1.0,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,4852.0,Tobias Hysen,Tobias,Hysen,1982-03-09,Sweden,Sweden,,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,2140.0,Sami Hyypiä,Sami,Hyypiä,1973-10-07,Finland,Finland,4.0,D,Defender,16,578.0,53.0,,1.0,1.0,1.0,250.0,21.0,3.0,161.0,827.0,,4.0,32.0,49.0,27.0,87.0,96.0,6.0,1.0,,,2.0,,,,,,3.0,3.0,1.0,,4.0,1.0,1.0,,2.0,2.0,5.0,7.0,,1.0,4.0,,,1.0,130.0,6.0,12.0,10.0,,1.0,3.0,3.0,7.0,64.0,124.0,191.0,133.0,2.0,169.0,0.0,,17.0,,24.0,1.0,15.0,12.0,3.0,1.0,1.0,1.0,,250.0,49.0,3.0,49.0,295.0,165.0,3.0,8.0,2024.0,5.0,3.0,5.0,4.0,139.0,64.0,15.0,1.0,372.0,203.0,4.0,93.0,33.0,9.0,93.0,8.0,611.0,105.0,360.0,4.0,,4.0,4.0,190.0,5.0,411.0,74.0,5.0,233.0,,1018.0,20.0,3.0,3.0,50.0,,4.0,1550.0,25.0,21.0,17.0,4.0,5.0,40.0,1.0,,,,,,,,,,,,,,,,,,12.0,,,,1.0,5.0,,2.0,8.0,5.0,1.0,7.0,,2.0,1.0,,3.0,2.0,1.0,,,,,,,3.0,,,,,,,,,1.0,,,,,,22.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,97330.0,Besian Idrizaj,Besian,Idrizaj,1987-10-12,Austria,Austria,,F,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,176864.0,Philip Ifil,Philip,Ifil,1986-11-18,England,England,,D,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,4312.0,Viktor Unnar Illugason,Viktor Unnar,Illugason,1990-01-25,Iceland,Iceland,37.0,F,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,178415.0,Ivar Ingimarsson,Ivar,Ingimarsson,1977-08-20,Iceland,Iceland,4.0,D,Defender,16,257.0,14.0,,,,2.0,130.0,21.0,3.0,44.0,387.0,,,43.0,75.0,35.0,311.0,249.0,8.0,,,,1.0,,,,,,2.0,3.0,,1.0,2.0,4.0,1.0,,2.0,1.0,4.0,9.0,1.0,1.0,7.0,1.0,,,127.0,4.0,26.0,8.0,,2.0,1.0,13.0,6.0,113.0,206.0,240.0,144.0,2.0,149.0,148.0,1.0,31.0,,33.0,2.0,57.0,49.0,8.0,1.0,,1.0,1.0,266.0,34.0,5.0,34.0,181.0,68.0,20.0,31.0,3001.0,4.0,5.0,3.0,15.0,103.0,54.0,16.0,2.0,443.0,253.0,5.0,76.0,46.0,10.0,58.0,9.0,311.0,51.0,430.0,3.0,,3.0,3.0,186.0,8.0,310.0,87.0,4.0,115.0,1.0,618.0,17.0,,2.0,97.0,,,1270.0,29.0,32.0,9.0,2.0,2.0,67.0,6.0,,,,,,,,,,,,,,,,,,11.0,,,,,7.0,,,8.0,3.0,2.0,8.0,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,8.0,28.0,20.0,1.0,,34.0,,1.0,0.0,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
2928,139710.0,Stephen Ireland,Stephen,Ireland,1986-08-22,Ireland,Ireland,17.0,M,Centre Central Midfielder,16,315.0,30.0,,6.0,6.0,2.0,537.0,4.0,63.0,53.0,846.0,11.0,12.0,14.0,4.0,33.0,235.0,181.0,28.0,,,1.0,2.0,,,,,1.0,14.0,2.0,4.0,3.0,5.0,1.0,3.0,2.0,7.0,2.0,14.0,33.0,4.0,6.0,23.0,,2.0,3.0,123.0,10.0,32.0,4.0,,35.0,8.0,47.0,9.0,137.0,128.0,19.0,2.0,1.0,207.0,340.0,6.0,24.0,,32.0,4.0,38.0,32.0,6.0,4.0,2.0,4.0,1.0,4.0,64.0,2.0,64.0,163.0,97.0,12.0,10.0,2568.0,13.0,19.0,13.0,6.0,153.0,165.0,61.0,2.0,427.0,416.0,38.0,23.0,62.0,15.0,283.0,32.0,357.0,74.0,30.0,32.0,,43.0,43.0,471.0,10.0,824.0,18.0,66.0,86.0,8.0,1138.0,38.0,17.0,1.0,94.0,13.0,14.0,1614.0,89.0,19.0,12.0,11.0,16.0,75.0,1.0,,,,,,,,,,,,,,,,,,12.0,3.0,5.0,2.0,1.0,,,1.0,1.0,7.0,2.0,8.0,,7.0,2.0,,1.0,,4.0,4.0,,,,,2.0,2.0,2.0,1.0,,,,,,,1.0,1.0,16.0,13.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
3387,109129.0,John Irving,John,Irving,1989-09-17,England,England,6.0,D,Right Full Back,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,122274.0,Andreas Isaksson,Andreas,Isaksson,1981-10-03,Sweden,Sweden,15.0,G,Goalkeeper,16,38.0,1.0,,,,,15.0,,,19.0,53.0,,,,,5.0,39.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,1.0,,,6.0,,,65.0,0.0,,,,5.0,,14.0,12.0,2.0,,,,,,,,,99.0,25.0,2.0,4.0,450.0,,,,,5.0,20.0,5.0,1.0,79.0,78.0,,7.0,,,13.0,,41.0,1.0,7.0,,,,,50.0,,71.0,1.0,,77.0,,112.0,,,,,,,219.0,,,2.0,,,,,20.0,34.0,,2.0,8.0,39.0,7.0,42.0,34.0,1.0,2.0,9.0,3.0,12.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,121662.0,Charles Itandje,Charles,Itandje,1982-11-02,France,Cameroon,1.0,G,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2862.0,Ivan Campo,Ivan,Campo,1974-02-21,Spain,Spain,8.0,M,Midfielder,16,295.0,69.0,2.0,9.0,7.0,6.0,390.0,12.0,2.0,111.0,676.0,1.0,48.0,11.0,19.0,27.0,173.0,159.0,8.0,7.0,,,2.0,,1.0,3.0,5.0,,1.0,4.0,1.0,7.0,3.0,2.0,8.0,,14.0,6.0,27.0,21.0,,6.0,29.0,,2.0,1.0,169.0,8.0,20.0,6.0,6.0,5.0,14.0,29.0,8.0,105.0,122.0,48.0,27.0,,277.0,0.0,1.0,37.0,9.0,25.0,1.0,29.0,22.0,7.0,1.0,1.0,,1.0,51.0,27.0,3.0,27.0,202.0,110.0,12.0,12.0,2063.0,10.0,6.0,7.0,9.0,132.0,153.0,156.0,4.0,450.0,412.0,22.0,38.0,109.0,17.0,194.0,16.0,348.0,156.0,86.0,17.0,6.0,34.0,28.0,362.0,13.0,643.0,40.0,4.0,197.0,,957.0,32.0,9.0,2.0,51.0,1.0,107.0,1404.0,44.0,44.0,7.0,8.0,12.0,38.0,8.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,1.0,,,2.0,,1.0,3.0,,,,,3.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3360,252230.0,Branislav Ivanovic,Branislav,Ivanovic,1984-02-22,Yugoslavia,Serbia,20.0,D,Centre/Right Central Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,20384.0,Jussi Jääskeläinen,Jussi,Jääskeläinen,1975-04-19,Finland,Finland,22.0,G,Goalkeeper,16,65.0,4.0,,,,,193.0,2.0,,212.0,258.0,,,1.0,,28.0,197.0,171.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,,5.0,8.0,,,,,7.0,7.0,11.0,32.0,,1.0,483.0,29.0,,1.0,,28.0,,42.0,32.0,10.0,1.0,,1.0,,,3.0,3.0,3.0,760.0,274.0,15.0,23.0,2520.0,1.0,3.0,,,52.0,86.0,55.0,4.0,524.0,523.0,,50.0,2.0,,138.0,4.0,89.0,5.0,33.0,1.0,,,,421.0,,548.0,5.0,2.0,580.0,,637.0,,,,,,1.0,1220.0,1.0,9.0,6.0,1.0,,,1.0,98.0,55.0,3.0,11.0,36.0,230.0,25.0,198.0,57.0,4.0,17.0,43.0,32.0,76.0,19.0,10.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
