id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_miss,att_freekick_total,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obxd_left,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,final_third_entries,fouled_final_third,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_openplay,goal_fastbreak,hand_ball,head_pass,interception,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,shot_fastbreak,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,total_att_assist,total_back_zone_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_fwd_zone_pass,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,freekick_cross,goal_assist_deadball,goal_assist_setplay,interceptions_in_box,total_corners_intobox,attempts_ibox,attempts_obox,att_cmiss_high_right,att_corner,att_goal_high_left,att_ibox_post,att_lg_left,att_obx_left,att_pen_goal,att_pen_target,att_post_right,hit_woodwork,penalty_won,post_scoring_att,touches_in_opp_box,accurate_freekick_cross,accurate_goal_kicks,clearance_off_line,goal_kicks,att_goal_high_centre,att_lg_centre,penalty_conceded,att_cmiss_high_left,att_hd_post,att_post_high,dangerous_play,own_goals,red_card,total_chipped_pass,att_post_left,att_freekick_target,att_obox_post,second_yellow,att_obx_right,accurate_keeper_throws,ball_recovery,dive_catch,dive_save,good_high_claim,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_lg_right,last_man_tackle,att_obxd_right,att_freekick_goal,att_pen_post,back_pass,att_pen_miss,unsuccessful_touch,leftside_pass,att_obp_goal,fwd_pass,att_freekick_post,rescinded_red_card,accurate_chipped_pass,rightside_pass
2553,43839.0,Yakubu,Yakubu,Aiyegbeni,1982-11-22,Nigeria,Nigeria,22.0,F,Striker,15,334.0,161.0,10.0,10.0,418.0,79.0,569.0,7.0,41.0,11.0,37.0,234.0,261.0,39.0,1.0,39.0,10.0,3.0,2.0,11.0,8.0,7.0,,,1.0,2.0,6.0,2.0,1.0,13.0,4.0,18.0,9.0,11.0,24.0,13.0,4.0,3.0,28.0,11.0,2.0,7.0,15.0,16.0,12.0,1.0,27.0,10.0,,48.0,96.0,7.0,16.0,62.0,1.0,1.0,1.0,1.0,11.0,2.0,7.0,21.0,121.0,6.0,1.0,35.0,18.0,10.0,294.0,117.0,1.0,104.0,28.0,88.0,36.0,12.0,46.0,34.0,12.0,7.0,4.0,4.0,1.0,2.0,24.0,5.0,5.0,37.0,25.0,16.0,1.0,3170.0,21.0,23.0,35.0,122.0,3.0,128.0,77.0,70.0,7.0,345.0,342.0,7.0,52.0,,207.0,68.0,44.0,180.0,4.0,69.0,53.0,53.0,7.0,391.0,690.0,109.0,37.0,817.0,108.0,9.0,1.0,19.0,8.0,1222.0,119.0,64.0,11.0,23.0,33.0,14.0,3.0,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,167262.0,Mark Yeates,Mark,Yeates,1985-01-11,Ireland,Ireland,17.0,M,Winger,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,11596.0,Joseph Yobo,Joseph,Yobo,1980-09-06,Nigeria,Nigeria,26.0,D,Centre/Right Central Defender,15,183.0,386.0,5.0,5.0,216.0,92.0,597.0,13.0,32.0,68.0,38.0,271.0,312.0,5.0,,16.0,1.0,2.0,6.0,1.0,3.0,,,,1.0,,1.0,,2.0,15.0,1.0,18.0,3.0,2.0,17.0,1.0,,,2.0,9.0,1.0,,3.0,4.0,1.0,,,,,1.0,7.0,,,2.0,4.0,,,,,,1.0,4.0,19.0,14.0,,3.0,12.0,13.0,92.0,165.0,255.0,263.0,,40.0,38.0,2.0,36.0,24.0,12.0,,,,,,,23.0,23.0,371.0,145.0,10.0,40.0,3420.0,1.0,4.0,3.0,,16.0,29.0,182.0,48.0,2.0,523.0,462.0,,17.0,,107.0,,5.0,543.0,316.0,8.0,15.0,15.0,,284.0,500.0,225.0,,1028.0,24.0,,,72.0,30.0,1561.0,24.0,18.0,15.0,7.0,7.0,58.0,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,16484.0,Kelly Youga,Kelly,Youga,1985-09-22,Central African Republic,Central African Republic,32.0,D,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,94798.0,Ashley Young,Ashley,Young,1985-07-09,England,England,18.0,D,Left/Right Wing Back,15,300.0,78.0,74.0,40.0,353.0,26.0,357.0,10.0,20.0,11.0,33.0,246.0,161.0,28.0,18.0,17.0,5.0,8.0,1.0,1.0,4.0,4.0,,2.0,,2.0,2.0,1.0,,4.0,3.0,7.0,10.0,5.0,15.0,5.0,,2.0,14.0,4.0,3.0,3.0,5.0,9.0,4.0,,9.0,10.0,,21.0,57.0,5.0,10.0,38.0,,,3.0,1.0,6.0,3.0,2.0,14.0,64.0,9.0,112.0,120.0,37.0,15.0,197.0,126.0,18.0,145.0,28.0,56.0,31.0,5.0,38.0,33.0,5.0,5.0,6.0,5.0,,1.0,5.0,10.0,10.0,99.0,46.0,13.0,2.0,2781.0,23.0,29.0,20.0,21.0,2.0,117.0,180.0,103.0,3.0,541.0,537.0,4.0,25.0,1.0,197.0,14.0,52.0,106.0,22.0,77.0,307.0,201.0,4.0,355.0,785.0,60.0,24.0,584.0,59.0,5.0,2.0,37.0,12.0,1203.0,72.0,59.0,5.0,19.0,46.0,29.0,3.0,34.0,44.0,1.0,1.0,,107.0,,,2.0,,,1.0,,1.0,,,,1.0,,1.0,,13.0,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,167075.0,Gabriel Zakuani,Gabriel,Zakuani,1986-05-31,DR Congo,DR Congo,34.0,D,Centre Central Defender,15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,18814.0,Bobby Zamora,Bobby,Zamora,1981-01-16,England,England,25.0,F,Centre Striker,15,254.0,115.0,8.0,7.0,413.0,24.0,520.0,10.0,47.0,37.0,32.0,186.0,184.0,30.0,2.0,19.0,6.0,2.0,3.0,1.0,3.0,4.0,,,1.0,1.0,1.0,4.0,1.0,10.0,2.0,13.0,3.0,8.0,16.0,7.0,7.0,3.0,20.0,6.0,2.0,10.0,4.0,5.0,3.0,3.0,11.0,2.0,1.0,16.0,46.0,3.0,4.0,21.0,1.0,1.0,1.0,,5.0,1.0,1.0,6.0,74.0,,4.0,32.0,15.0,4.0,204.0,117.0,10.0,68.0,20.0,66.0,27.0,11.0,35.0,25.0,10.0,9.0,3.0,3.0,,6.0,2.0,4.0,4.0,37.0,26.0,16.0,3.0,2164.0,12.0,23.0,20.0,24.0,4.0,115.0,104.0,53.0,2.0,273.0,268.0,4.0,28.0,1.0,222.0,17.0,35.0,135.0,15.0,33.0,52.0,49.0,4.0,375.0,628.0,36.0,22.0,711.0,54.0,19.0,5.0,24.0,11.0,1010.0,81.0,46.0,12.0,10.0,22.0,19.0,3.0,1.0,2.0,,,,3.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,3.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
2056,5471.0,Boudewijn Zenden,Boudewijn,Zenden,1976-08-15,Netherlands,Netherlands,7.0,M,Left/Centre Central Midfielder,15,77.0,106.0,13.0,6.0,197.0,32.0,290.0,6.0,1.0,2.0,16.0,33.0,30.0,6.0,11.0,4.0,2.0,,,,,,,,,,,,,2.0,,2.0,1.0,,4.0,2.0,,1.0,14.0,4.0,4.0,,1.0,2.0,3.0,,7.0,,,9.0,16.0,,1.0,1.0,2.0,,,,,1.0,1.0,4.0,24.0,2.0,18.0,10.0,7.0,4.0,41.0,35.0,1.0,87.0,,12.0,9.0,,10.0,9.0,1.0,,1.0,1.0,,1.0,1.0,4.0,4.0,62.0,34.0,5.0,,810.0,14.0,4.0,2.0,10.0,,85.0,22.0,26.0,1.0,106.0,105.0,,12.0,,103.0,6.0,18.0,121.0,2.0,8.0,29.0,18.0,,149.0,278.0,50.0,3.0,370.0,18.0,4.0,7.0,25.0,8.0,475.0,9.0,5.0,7.0,3.0,7.0,19.0,,9.0,1.0,,,,13.0,,1.0,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,109163.0,Zheng Zhi,Zhi,Zheng,1980-08-20,China,China,10.0,M,Centre Defensive Midfielder,15,69.0,70.0,7.0,3.0,137.0,11.0,200.0,3.0,9.0,4.0,12.0,84.0,77.0,7.0,1.0,6.0,4.0,,1.0,2.0,1.0,,,,,,1.0,,1.0,1.0,1.0,4.0,2.0,1.0,6.0,2.0,,,4.0,1.0,1.0,2.0,3.0,1.0,,,2.0,1.0,,3.0,14.0,,2.0,7.0,1.0,,1.0,,1.0,1.0,,2.0,33.0,4.0,7.0,6.0,6.0,5.0,69.0,44.0,6.0,48.0,4.0,11.0,8.0,1.0,10.0,9.0,1.0,1.0,,,,,,5.0,5.0,36.0,16.0,4.0,1.0,838.0,5.0,3.0,4.0,,1.0,32.0,60.0,23.0,1.0,122.0,114.0,,9.0,,78.0,,8.0,82.0,14.0,22.0,19.0,12.0,,126.0,215.0,23.0,3.0,278.0,15.0,2.0,4.0,23.0,3.0,419.0,29.0,11.0,3.0,6.0,6.0,18.0,1.0,4.0,,,,,7.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2811,279902.0,Reto Ziegler,Reto,Ziegler,1986-01-16,Switzerland,Switzerland,3.0,D,Centre Central Defender,15,0.0,3.0,1.0,1.0,4.0,2.0,6.0,1.0,,,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,4.0,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,33.0,1.0,,,,,2.0,,1.0,,5.0,5.0,,,,2.0,,1.0,4.0,,1.0,1.0,1.0,,3.0,6.0,2.0,,9.0,,,1.0,,2.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,126610.0,Didier Zokora,Didier,Zokora,1980-12-14,Cote D’Ivoire,Cote D’Ivoire,5.0,M,Centre Central Midfielder,15,172.0,428.0,9.0,6.0,575.0,131.0,994.0,1.0,11.0,12.0,31.0,182.0,172.0,10.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,3.0,,5.0,2.0,1.0,7.0,,10.0,1.0,,17.0,18.0,,2.0,20.0,1.0,,,,1.0,1.0,,7.0,60.0,3.0,7.0,8.0,9.0,7.0,98.0,188.0,33.0,240.0,14.0,18.0,26.0,,39.0,30.0,9.0,,,,,,27.0,29.0,29.0,213.0,154.0,12.0,6.0,2305.0,4.0,8.0,2.0,135.0,8.0,151.0,147.0,68.0,6.0,250.0,231.0,,11.0,,231.0,105.0,12.0,475.0,52.0,32.0,28.0,24.0,,331.0,742.0,167.0,1.0,1189.0,20.0,7.0,5.0,78.0,2.0,1498.0,35.0,75.0,12.0,23.0,3.0,60.0,2.0,3.0,7.0,,,,4.0,,,,,,,,,,,,,2.0,,,3.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,133852.0,Jack Hobbs,Jack,Hobbs,1988-08-18,England,England,5.0,D,Centre Central Defender,15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,4134.0,Bryan Hodge,Bryan,Hodge,1987-09-23,Scotland,Scotland,31.0,M,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,128607.0,Matt Holland,Matt,Holland,1974-04-11,Ireland,Ireland,9.0,M,Centre Central Midfielder,15,175.0,367.0,7.0,6.0,397.0,91.0,757.0,8.0,14.0,3.0,33.0,253.0,198.0,9.0,3.0,6.0,2.0,,,2.0,,,,,,,,1.0,,1.0,,1.0,2.0,1.0,3.0,2.0,,,3.0,2.0,1.0,3.0,5.0,3.0,7.0,,11.0,4.0,,22.0,27.0,1.0,6.0,26.0,,,,,2.0,1.0,2.0,9.0,36.0,6.0,1.0,6.0,19.0,8.0,77.0,117.0,34.0,178.0,1.0,19.0,27.0,1.0,46.0,37.0,9.0,1.0,2.0,1.0,,,,22.0,22.0,166.0,90.0,17.0,10.0,2442.0,7.0,7.0,7.0,2.0,12.0,117.0,137.0,63.0,5.0,307.0,282.0,,14.0,,177.0,1.0,14.0,436.0,59.0,12.0,27.0,26.0,,291.0,596.0,145.0,,1005.0,30.0,6.0,6.0,82.0,8.0,1289.0,26.0,28.0,8.0,4.0,4.0,62.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,96834.0,Geoff Horsfield,Geoff,Horsfield,1973-11-01,England,England,28.0,F,Forward,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,19355.0,Evan Horwood,Evan,Horwood,1986-03-10,England,England,32.0,D,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,19218.0,Will Hoskins,Will,Hoskins,1986-05-06,England,England,16.0,F,Centre Striker,15,36.0,16.0,,,33.0,6.0,49.0,,5.0,1.0,9.0,40.0,29.0,2.0,,5.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,3.0,2.0,,,,,1.0,,,2.0,2.0,,,,,2.0,7.0,,2.0,6.0,,2.0,,,,,,2.0,8.0,,,2.0,,2.0,19.0,11.0,1.0,16.0,2.0,3.0,4.0,,6.0,6.0,,,,,,1.0,,1.0,1.0,5.0,2.0,5.0,,421.0,1.0,1.0,2.0,,,11.0,17.0,7.0,,43.0,43.0,,3.0,,19.0,,2.0,20.0,1.0,4.0,2.0,2.0,,44.0,67.0,7.0,1.0,85.0,7.0,3.0,5.0,5.0,,123.0,17.0,5.0,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,108983.0,Hossam Ghaly,Hossam,El Sayed Ghaly,1981-12-15,Egypt,Egypt,14.0,M,Centre Central Midfielder,15,131.0,165.0,7.0,6.0,285.0,39.0,443.0,32.0,14.0,7.0,21.0,93.0,100.0,21.0,1.0,3.0,,4.0,,,2.0,1.0,,,,,,1.0,,2.0,,2.0,1.0,1.0,6.0,2.0,,2.0,6.0,1.0,1.0,,2.0,3.0,2.0,,1.0,1.0,,4.0,13.0,1.0,1.0,6.0,,,,,,1.0,2.0,3.0,71.0,,2.0,12.0,19.0,6.0,142.0,112.0,12.0,99.0,7.0,26.0,17.0,1.0,20.0,12.0,8.0,1.0,2.0,2.0,,1.0,,9.0,9.0,81.0,52.0,7.0,2.0,1398.0,5.0,19.0,4.0,,2.0,23.0,136.0,50.0,,212.0,208.0,1.0,7.0,1.0,126.0,,24.0,205.0,16.0,46.0,33.0,31.0,1.0,205.0,413.0,64.0,6.0,585.0,14.0,8.0,4.0,55.0,35.0,860.0,56.0,36.0,8.0,14.0,7.0,43.0,4.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,141554.0,Tim Howard,Tim,Howard,1979-03-06,United States,United States,1.0,G,Goalkeeper,15,36.0,54.0,,,190.0,200.0,244.0,,,2.0,36.0,253.0,293.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,,,,13.0,3.0,9.0,33.0,626.0,,3.0,36.0,,29.0,19.0,10.0,,,,,,,2.0,2.0,1025.0,319.0,8.0,23.0,3240.0,,2.0,,,,66.0,90.0,38.0,2.0,745.0,741.0,,,,120.0,,2.0,82.0,37.0,,,,,434.0,640.0,667.0,,722.0,,,,1.0,,1377.0,,6.0,15.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,141.0,,398.0,,,2.0,,,,,,,,,,,,,150.0,76.0,28.0,43.0,76.0,152.0,4.0,1.0,14.0,59.0,75.0,134.0,54.0,9.0,79.0,,,,,,1.0,,,,,,,,,
2163,144722.0,Justin Hoyte,Justin,Hoyte,1984-11-20,England,,32.0,D,Right Full Back,15,40.0,336.0,2.0,2.0,294.0,24.0,628.0,150.0,12.0,8.0,22.0,99.0,85.0,5.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,2.0,,,,1.0,,,1.0,4.0,1.0,,3.0,,,,,,1.0,,,18.0,6.0,,24.0,17.0,5.0,39.0,61.0,54.0,86.0,1.0,6.0,18.0,1.0,13.0,11.0,2.0,1.0,,,,,1.0,5.0,5.0,138.0,92.0,6.0,12.0,1506.0,5.0,1.0,2.0,10.0,4.0,53.0,141.0,18.0,3.0,196.0,175.0,,2.0,,120.0,6.0,6.0,381.0,75.0,9.0,41.0,41.0,,149.0,389.0,51.0,3.0,729.0,4.0,6.0,4.0,38.0,180.0,1108.0,21.0,9.0,11.0,6.0,6.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,176377.0,Hermann Hreidarsson,Hermann,Hreidarsson,1974-07-11,Iceland,Iceland,5.0,D,Defender,15,134.0,319.0,1.0,1.0,205.0,44.0,523.0,133.0,20.0,49.0,31.0,252.0,210.0,4.0,1.0,14.0,1.0,,,1.0,2.0,,,,,,,,,10.0,,10.0,4.0,,12.0,,,,2.0,3.0,1.0,,5.0,3.0,,,,,,,9.0,,,1.0,2.0,,,,,,,4.0,39.0,8.0,,12.0,17.0,9.0,105.0,140.0,159.0,175.0,2.0,39.0,30.0,,46.0,34.0,12.0,,2.0,2.0,,,3.0,26.0,26.0,244.0,105.0,15.0,33.0,2592.0,4.0,3.0,,7.0,16.0,147.0,27.0,66.0,3.0,488.0,424.0,,12.0,3.0,91.0,6.0,7.0,413.0,223.0,12.0,29.0,29.0,,221.0,426.0,118.0,,810.0,16.0,1.0,1.0,63.0,223.0,1466.0,32.0,23.0,7.0,5.0,11.0,46.0,5.0,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,6697.0,Tom Huddlestone,Tom,Huddlestone,1986-12-28,England,England,23.0,M,Centre Central Midfielder,15,88.0,279.0,31.0,16.0,381.0,110.0,629.0,2.0,2.0,3.0,21.0,100.0,97.0,17.0,15.0,4.0,,,2.0,5.0,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,2.0,1.0,,4.0,8.0,3.0,1.0,,9.0,3.0,9.0,1.0,14.0,6.0,,30.0,29.0,1.0,3.0,24.0,3.0,1.0,,,2.0,3.0,1.0,10.0,28.0,2.0,41.0,4.0,11.0,5.0,55.0,65.0,26.0,251.0,1.0,24.0,15.0,1.0,23.0,18.0,5.0,1.0,2.0,,,,,12.0,12.0,185.0,88.0,6.0,4.0,1504.0,17.0,17.0,8.0,,6.0,116.0,102.0,106.0,2.0,332.0,319.0,1.0,16.0,,184.0,,34.0,333.0,39.0,6.0,78.0,40.0,1.0,323.0,631.0,181.0,,886.0,34.0,,6.0,40.0,3.0,1146.0,23.0,17.0,10.0,5.0,12.0,28.0,1.0,15.0,25.0,2.0,2.0,,38.0,,,,,,,,,,,,,,,,9.0,1.0,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,122564.0,Aaron Hughes,Aaron,Hughes,1979-11-08,Northern Ireland,Northern Ireland,3.0,D,Centre Central Defender,15,34.0,107.0,7.0,7.0,217.0,14.0,317.0,107.0,5.0,8.0,19.0,114.0,95.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,19.0,4.0,,5.0,24.0,7.0,34.0,53.0,36.0,149.0,,8.0,15.0,,18.0,16.0,2.0,,,,,1.0,6.0,7.0,7.0,142.0,76.0,5.0,16.0,1291.0,3.0,2.0,,42.0,7.0,9.0,145.0,36.0,,215.0,203.0,,1.0,,106.0,29.0,5.0,138.0,48.0,3.0,30.0,30.0,,167.0,329.0,43.0,,437.0,1.0,2.0,4.0,38.0,160.0,748.0,10.0,7.0,7.0,,4.0,27.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,6109.0,Robert Hulse,Robert,Hulse,1979-10-25,England,England,34.0,F,Centre Striker,15,263.0,95.0,4.0,4.0,277.0,25.0,368.0,1.0,47.0,31.0,29.0,193.0,167.0,17.0,,47.0,3.0,2.0,,6.0,7.0,2.0,,,2.0,1.0,2.0,1.0,4.0,16.0,8.0,30.0,5.0,8.0,28.0,13.0,1.0,5.0,9.0,4.0,5.0,5.0,12.0,10.0,3.0,,8.0,5.0,,16.0,59.0,3.0,5.0,37.0,8.0,2.0,,,9.0,2.0,5.0,8.0,82.0,6.0,,11.0,,7.0,210.0,114.0,11.0,93.0,22.0,63.0,28.0,8.0,41.0,31.0,10.0,6.0,1.0,1.0,1.0,4.0,15.0,2.0,2.0,37.0,22.0,14.0,2.0,2456.0,9.0,9.0,26.0,47.0,,94.0,96.0,33.0,6.0,249.0,245.0,2.0,43.0,2.0,158.0,27.0,18.0,116.0,15.0,25.0,11.0,11.0,2.0,302.0,476.0,38.0,16.0,581.0,77.0,4.0,1.0,18.0,1.0,820.0,79.0,62.0,8.0,3.0,18.0,14.0,6.0,,,,,,,,,3.0,,1.0,7.0,,,,1.0,3.0,7.0,2.0,7.0,,,,,,1.0,,,1.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,261185.0,Nicky Hunt,Nicky,Hunt,1983-09-03,England,England,,D,Central Defender,15,64.0,185.0,19.0,19.0,318.0,62.0,484.0,172.0,19.0,7.0,33.0,216.0,172.0,15.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,,2.0,1.0,,4.0,5.0,,1.0,5.0,,,1.0,,,,,1.0,35.0,10.0,,22.0,55.0,4.0,82.0,102.0,88.0,398.0,1.0,24.0,32.0,,35.0,29.0,6.0,,1.0,1.0,,1.0,7.0,20.0,20.0,386.0,174.0,13.0,15.0,2632.0,8.0,9.0,1.0,106.0,10.0,24.0,339.0,119.0,5.0,572.0,551.0,,3.0,,179.0,72.0,17.0,257.0,109.0,10.0,82.0,82.0,,398.0,671.0,180.0,1.0,846.0,5.0,6.0,1.0,68.0,286.0,1468.0,22.0,22.0,16.0,5.0,10.0,59.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
