id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_ibox_goal,att_ibox_miss,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_pen_goal,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_right,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,final_third_entries,formation_place,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,goal_kicks,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_hd_miss,att_hd_total,total_sub_on,att_freekick_miss,att_freekick_total,att_ibox_blocked,att_ibox_target,att_sv_low_left,dangerous_play,fouled_final_third,total_offside,att_bx_centre,att_lf_goal,foul_throw_in,last_man_tackle,own_goals,shield_ball_oop,six_yard_block,att_hd_target,att_bx_left,att_fastbreak,att_goal_high_left,att_hd_goal,att_miss_high_left,goal_assist_intentional,goal_fastbreak,shot_fastbreak,total_pull_back,accurate_goal_kicks,accurate_pull_back,att_lg_centre,clearance_off_line,penalty_conceded,red_card,second_yellow,att_freekick_target,att_hd_post,att_ibox_post,att_post_high,goal_assist_deadball,goal_assist_setplay,hit_woodwork,post_scoring_att,accurate_freekick_cross,att_post_left,error_lead_to_shot,freekick_cross,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_sv_high_right,att_cmiss_right,att_cmiss_left,penalty_won,total_fastbreak,att_freekick_goal,attempts_obox,head_pass,open_play_pass,successful_open_play_pass,goals_openplay,attempts_ibox,att_obx_left,touches_in_opp_box,att_obox_post,att_obp_goal,att_post_right,penalty_save,stand_save,att_cmiss_high,att_cmiss_high_right,att_pen_target,att_obxd_left,att_obxd_right,back_pass,att_obx_right,att_freekick_post,fwd_pass,att_cmiss_high_left,att_lg_left,leftside_pass,att_pen_miss,att_pen_post
1771,18,242.0,16.0,,1.0,1.0,1.0,124.0,11.0,,30.0,365.0,,2.0,37.0,50.0,24.0,245.0,189.0,3.0,1.0,,,,,,,,3.0,,,2.0,,,1.0,,,,,,,,,,,3.0,,,2.0,1.0,84.0,10.0,1.0,5.0,5.0,,,2.0,5.0,10.0,66.0,112.0,10.0,125.0,65.0,2.0,81.0,144.0,19.0,24.0,,41.0,33.0,8.0,,,,,133.0,45.0,7.0,45.0,152.0,77.0,10.0,30.0,2154.0,15.0,1.0,3.0,3.0,22.0,62.0,13.0,5.0,3.0,271.0,160.0,,56.0,28.0,3.0,39.0,4.0,288.0,27.0,236.0,3.0,,2.0,2.0,92.0,2.0,229.0,53.0,,58.0,515.0,7.0,,43.0,,4.0,997.0,26.0,16.0,4.0,3.0,,31.0,1.0,3.0,6.0,,,,1.0,3.0,,,,1.0,1.0,,,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,18,147.0,42.0,,6.0,6.0,,243.0,19.0,3.0,43.0,384.0,,143.0,14.0,12.0,26.0,193.0,161.0,3.0,,,,,,,,,2.0,,1.0,1.0,2.0,3.0,1.0,3.0,,5.0,2.0,10.0,1.0,,,2.0,9.0,,,,1.0,,80.0,14.0,3.0,12.0,3.0,1.0,26.0,34.0,17.0,5.0,85.0,96.0,13.0,57.0,31.0,,281.0,70.0,38.0,18.0,,34.0,30.0,4.0,,,,,47.0,35.0,7.0,35.0,264.0,76.0,12.0,28.0,1698.0,1.0,1.0,2.0,2.0,11.0,17.0,202.0,82.0,3.0,480.0,427.0,,46.0,34.0,7.0,132.0,3.0,190.0,111.0,109.0,14.0,,61.0,61.0,269.0,,497.0,118.0,3.0,158.0,626.0,12.0,2.0,56.0,,247.0,1295.0,22.0,19.0,9.0,9.0,10.0,38.0,8.0,2.0,2.0,8.0,,,,,1.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,18,38.0,5.0,,1.0,1.0,44.0,96.0,,13.0,2.0,133.0,,,72.0,54.0,22.0,69.0,87.0,6.0,,,,,,1.0,1.0,3.0,6.0,,5.0,4.0,2.0,1.0,3.0,1.0,,5.0,3.0,8.0,1.0,1.0,2.0,4.0,14.0,1.0,1.0,,3.0,1.0,14.0,,2.0,5.0,,,7.0,2.0,15.0,8.0,118.0,80.0,,7.0,5.0,,37.0,270.0,22.0,11.0,3.0,12.0,9.0,3.0,1.0,1.0,,,14.0,5.0,,4.0,11.0,8.0,9.0,2.0,801.0,,1.0,6.0,10.0,3.0,31.0,47.0,14.0,,155.0,145.0,2.0,3.0,9.0,11.0,67.0,7.0,55.0,7.0,17.0,5.0,,9.0,9.0,148.0,100.0,203.0,1.0,17.0,4.0,249.0,23.0,10.0,8.0,3.0,1.0,375.0,26.0,17.0,5.0,1.0,3.0,5.0,1.0,1.0,4.0,11.0,2.0,5.0,1.0,4.0,2.0,,1.0,7.0,,1.0,,,,,,3.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,18,120.0,30.0,,21.0,21.0,18.0,714.0,,80.0,34.0,813.0,4.0,9.0,62.0,36.0,33.0,146.0,154.0,52.0,,,1.0,1.0,2.0,2.0,5.0,11.0,13.0,8.0,17.0,,2.0,14.0,8.0,14.0,,12.0,18.0,44.0,13.0,,8.0,26.0,75.0,6.0,,,18.0,7.0,76.0,1.0,26.0,7.0,9.0,2.0,72.0,20.0,65.0,3.0,201.0,131.0,1.0,2.0,1.0,,121.0,315.0,21.0,31.0,11.0,24.0,22.0,2.0,7.0,7.0,,,3.0,29.0,,28.0,36.0,22.0,6.0,1.0,2701.0,,27.0,32.0,46.0,2.0,164.0,190.0,69.0,2.0,414.0,412.0,12.0,20.0,44.0,26.0,400.0,59.0,142.0,52.0,4.0,79.0,,92.0,92.0,548.0,66.0,985.0,3.0,96.0,57.0,1035.0,98.0,14.0,26.0,17.0,9.0,1591.0,80.0,36.0,24.0,33.0,34.0,20.0,,3.0,5.0,2.0,,,12.0,17.0,9.0,,3.0,25.0,3.0,2.0,,,,,1.0,1.0,1.0,9.0,,1.0,1.0,7.0,3.0,9.0,7.0,,4.0,,,,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,18,100.0,25.0,18.0,32.0,19.0,1.0,243.0,2.0,18.0,26.0,311.0,1.0,5.0,5.0,4.0,15.0,76.0,66.0,11.0,18.0,,,1.0,,,1.0,,3.0,2.0,12.0,1.0,,6.0,1.0,6.0,2.0,8.0,7.0,23.0,,,2.0,7.0,22.0,3.0,1.0,,3.0,3.0,69.0,1.0,12.0,9.0,4.0,73.0,42.0,26.0,17.0,2.0,55.0,70.0,1.0,2.0,,,72.0,0.0,18.0,11.0,2.0,9.0,8.0,1.0,1.0,1.0,,3.0,1.0,9.0,,9.0,40.0,19.0,4.0,,984.0,,13.0,17.0,12.0,2.0,39.0,135.0,53.0,2.0,214.0,209.0,3.0,29.0,37.0,11.0,133.0,30.0,113.0,46.0,7.0,28.0,56.0,129.0,78.0,185.0,6.0,407.0,17.0,18.0,51.0,391.0,35.0,4.0,22.0,3.0,5.0,749.0,28.0,25.0,9.0,19.0,21.0,15.0,1.0,,1.0,4.0,1.0,6.0,6.0,3.0,2.0,,,5.0,,,1.0,,,,1.0,1.0,,3.0,,,3.0,1.0,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,18,308.0,51.0,,4.0,4.0,3.0,399.0,8.0,5.0,77.0,703.0,3.0,2.0,17.0,28.0,29.0,261.0,193.0,9.0,3.0,,,,,,1.0,,,2.0,13.0,3.0,1.0,1.0,3.0,9.0,1.0,10.0,2.0,22.0,1.0,,,1.0,12.0,4.0,1.0,,,1.0,175.0,5.0,11.0,32.0,5.0,,10.0,12.0,30.0,9.0,152.0,128.0,5.0,29.0,15.0,,208.0,264.0,60.0,26.0,1.0,52.0,45.0,7.0,1.0,1.0,1.0,,30.0,69.0,4.0,69.0,166.0,93.0,15.0,11.0,2221.0,,7.0,6.0,4.0,12.0,74.0,162.0,48.0,5.0,341.0,307.0,4.0,66.0,105.0,10.0,184.0,13.0,363.0,93.0,63.0,24.0,,22.0,22.0,294.0,9.0,601.0,43.0,6.0,129.0,942.0,25.0,4.0,51.0,5.0,2.0,1437.0,49.0,38.0,5.0,11.0,4.0,37.0,3.0,,,3.0,,,2.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,2.0,1.0,,,1.0,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,38.0,25.0,,,,,,,,,,,,,,,,,,,,,,,
3438,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,18,3.0,,,1.0,1.0,,13.0,,2.0,,15.0,,,1.0,1.0,4.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,2.0,1.0,,1.0,,2.0,,,,,2.0,1.0,,,,,4.0,,1.0,1.0,,,1.0,1.0,3.0,1.0,7.0,4.0,,,,,1.0,0.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,32.0,,1.0,,,,4.0,1.0,2.0,,8.0,8.0,1.0,1.0,2.0,2.0,6.0,1.0,3.0,,,2.0,,2.0,2.0,8.0,,17.0,,2.0,,18.0,3.0,,,,,36.0,3.0,2.0,3.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,18,72.0,3.0,,,,1.0,16.0,2.0,,9.0,88.0,,,3.0,5.0,5.0,22.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,1.0,2.0,,,,,,9.0,15.0,,14.0,8.0,,10.0,0.0,5.0,2.0,,1.0,1.0,,,,,,12.0,2.0,,2.0,20.0,10.0,3.0,2.0,234.0,1.0,,,,2.0,9.0,3.0,1.0,,29.0,20.0,,7.0,3.0,,4.0,,81.0,7.0,23.0,1.0,,,,12.0,1.0,27.0,7.0,,14.0,108.0,,,7.0,,,155.0,2.0,2.0,2.0,1.0,,7.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,18,21.0,1.0,,,,,7.0,1.0,,2.0,28.0,,1.0,2.0,1.0,3.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,2.0,,8.0,7.0,,6.0,4.0,,3.0,0.0,3.0,1.0,,2.0,,2.0,,,,,5.0,2.0,,2.0,11.0,6.0,1.0,,124.0,3.0,,,,,3.0,7.0,,,18.0,14.0,,5.0,2.0,,1.0,,26.0,1.0,10.0,2.0,,,,3.0,,13.0,6.0,,4.0,39.0,,,4.0,,1.0,70.0,3.0,1.0,2.0,1.0,,4.0,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,18,393.0,22.0,,5.0,5.0,,190.0,13.0,4.0,59.0,578.0,,83.0,28.0,39.0,24.0,239.0,125.0,6.0,,,,,,3.0,,3.0,3.0,,1.0,,,3.0,1.0,,,1.0,1.0,2.0,,,1.0,2.0,5.0,3.0,1.0,,,2.0,81.0,14.0,1.0,13.0,3.0,,13.0,6.0,10.0,6.0,72.0,105.0,14.0,81.0,36.0,2.0,114.0,0.0,19.0,23.0,3.0,55.0,50.0,5.0,1.0,1.0,,,83.0,41.0,4.0,39.0,181.0,93.0,13.0,20.0,2036.0,17.0,1.0,6.0,6.0,16.0,41.0,124.0,12.0,6.0,286.0,200.0,3.0,59.0,19.0,4.0,60.0,7.0,435.0,45.0,167.0,10.0,,19.0,19.0,134.0,,324.0,52.0,4.0,99.0,740.0,11.0,3.0,43.0,3.0,94.0,1258.0,17.0,15.0,5.0,8.0,3.0,30.0,1.0,2.0,4.0,1.0,,,1.0,2.0,,,,,,1.0,,4.0,,4.0,,1.0,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,18,611.0,109.0,,,,1.0,376.0,60.0,1.0,238.0,987.0,,3.0,48.0,86.0,35.0,319.0,181.0,15.0,,,,,1.0,1.0,,2.0,7.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,,2.0,,2.0,1.0,,,,6.0,3.0,,,,1.0,184.0,7.0,3.0,31.0,7.0,,,2.0,17.0,8.0,128.0,193.0,7.0,173.0,90.0,,364.0,210.0,26.0,35.0,2.0,66.0,58.0,8.0,,,,,177.0,75.0,14.0,74.0,576.0,275.0,18.0,37.0,3111.0,46.0,10.0,5.0,4.0,34.0,176.0,162.0,48.0,5.0,671.0,496.0,,134.0,50.0,9.0,158.0,15.0,713.0,209.0,348.0,19.0,,2.0,2.0,390.0,2.0,738.0,237.0,1.0,470.0,1449.0,16.0,1.0,73.0,5.0,3.0,2244.0,23.0,21.0,9.0,13.0,1.0,48.0,10.0,5.0,8.0,,,,2.0,2.0,1.0,,,1.0,,,,7.0,,8.0,,1.0,,,,2.0,1.0,,,,,,,1.0,6.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,18,405.0,73.0,,8.0,8.0,7.0,503.0,5.0,91.0,93.0,900.0,10.0,4.0,34.0,13.0,35.0,332.0,253.0,27.0,,,,1.0,2.0,,1.0,4.0,12.0,3.0,15.0,5.0,1.0,2.0,8.0,6.0,1.0,6.0,8.0,21.0,1.0,,4.0,11.0,26.0,5.0,2.0,2.0,3.0,2.0,151.0,10.0,10.0,32.0,9.0,2.0,16.0,17.0,35.0,11.0,156.0,183.0,10.0,15.0,7.0,,238.0,0.0,51.0,34.0,5.0,42.0,35.0,7.0,2.0,2.0,,4.0,12.0,67.0,4.0,66.0,180.0,86.0,13.0,13.0,3011.0,1.0,9.0,20.0,19.0,15.0,179.0,136.0,64.0,3.0,399.0,378.0,7.0,54.0,90.0,18.0,223.0,29.0,464.0,143.0,36.0,16.0,2.0,36.0,34.0,397.0,22.0,772.0,40.0,97.0,167.0,1200.0,47.0,3.0,98.0,21.0,4.0,1787.0,71.0,64.0,11.0,8.0,15.0,68.0,8.0,5.0,5.0,1.0,,,4.0,6.0,4.0,2.0,,2.0,1.0,1.0,,,,1.0,2.0,,,2.0,1.0,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,18,59.0,3.0,,2.0,2.0,1.0,71.0,,,4.0,128.0,,20.0,8.0,5.0,3.0,12.0,8.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,16.0,2.0,1.0,3.0,,,10.0,1.0,1.0,,16.0,20.0,2.0,11.0,10.0,,19.0,0.0,1.0,3.0,,3.0,3.0,,,,,,10.0,11.0,,11.0,28.0,16.0,,2.0,270.0,,,1.0,,,48.0,2.0,3.0,,54.0,53.0,,7.0,9.0,,16.0,1.0,71.0,13.0,12.0,6.0,,11.0,11.0,27.0,1.0,105.0,7.0,,9.0,165.0,1.0,,10.0,1.0,22.0,261.0,6.0,2.0,3.0,3.0,1.0,7.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,18,111.0,8.0,4.0,5.0,1.0,2.0,209.0,,26.0,18.0,315.0,4.0,4.0,6.0,6.0,15.0,31.0,33.0,8.0,2.0,,,1.0,,,,1.0,2.0,1.0,5.0,2.0,1.0,6.0,3.0,9.0,1.0,10.0,8.0,27.0,2.0,,2.0,8.0,28.0,3.0,3.0,,1.0,3.0,36.0,1.0,10.0,8.0,2.0,15.0,8.0,3.0,5.0,1.0,28.0,27.0,1.0,4.0,2.0,,83.0,0.0,8.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,,,5.0,10.0,2.0,9.0,42.0,19.0,3.0,1.0,588.0,,5.0,7.0,11.0,3.0,37.0,86.0,17.0,,107.0,100.0,2.0,12.0,22.0,12.0,120.0,12.0,126.0,22.0,11.0,6.0,13.0,24.0,11.0,164.0,8.0,288.0,2.0,27.0,34.0,390.0,33.0,4.0,14.0,7.0,4.0,544.0,13.0,2.0,11.0,5.0,7.0,9.0,2.0,,,9.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,2.0,1.0,,,2.0,,2.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
3896,18,32.0,,2.0,3.0,2.0,,64.0,1.0,10.0,3.0,93.0,2.0,2.0,8.0,2.0,13.0,77.0,46.0,5.0,1.0,1.0,1.0,,,,,1.0,3.0,,2.0,2.0,,1.0,1.0,2.0,,1.0,,2.0,,,1.0,2.0,9.0,1.0,,,2.0,,21.0,1.0,3.0,5.0,,9.0,13.0,3.0,12.0,2.0,39.0,30.0,1.0,,,,9.0,0.0,5.0,6.0,1.0,20.0,17.0,3.0,1.0,,,,,5.0,,5.0,11.0,5.0,9.0,1.0,582.0,,,7.0,4.0,,18.0,25.0,6.0,2.0,76.0,76.0,4.0,6.0,11.0,5.0,28.0,7.0,42.0,1.0,,13.0,6.0,21.0,16.0,42.0,5.0,105.0,5.0,10.0,5.0,126.0,12.0,4.0,14.0,2.0,3.0,258.0,29.0,10.0,2.0,4.0,6.0,10.0,,,1.0,7.0,,,1.0,3.0,1.0,,2.0,14.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,20.0,11.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
3848,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
