id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_cmiss_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_left,att_miss_right,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_corners,won_tackle,yellow_card,att_bx_right,att_cmiss_left,att_goal_high_left,att_goal_low_right,att_hd_goal,att_ibox_goal,att_miss_high,att_obox_blocked,att_rf_target,att_rf_total,big_chance_created,big_chance_scored,goals,goal_assist_setplay,last_man_tackle,red_card,shield_ball_oop,six_yard_block,won_contest,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,att_assist_setplay,att_goal_high_centre,att_rf_goal,crosses_18yard,freekick_cross,goals_openplay,hand_ball,hit_woodwork,overrun,poss_won_att_3rd,total_through_ball,att_cmiss_high_right,att_freekick_total,att_miss_high_right,att_sv_low_centre,error_lead_to_goal,att_cmiss_high,att_goal_low_left,corner_taken,head_pass,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_goal_kicks,accurate_pull_back,accurate_through_ball,att_bx_left,att_freekick_miss,att_freekick_post,att_goal_high_right,att_lf_goal,att_miss_high_left,att_obox_goal,att_obox_post,att_post_high,dangerous_play,error_lead_to_shot,fouled_final_third,foul_throw_in,goal_kicks,post_scoring_att,second_goal_assist,total_corners_intobox,total_offside,total_pull_back,accurate_keeper_throws,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,accurate_corners_intobox,att_cmiss_high_left,att_fastbreak,att_freekick_target,att_lg_centre,att_pen_goal,att_sv_low_left,shot_fastbreak,total_sub_on,attempts_ibox,attempts_obox,att_corner,att_post_left,total_fastbreak,touches_in_opp_box,goal_assist_deadball,second_yellow,att_post_right,att_hd_post,att_ibox_post,att_goal_low_centre,att_obx_left,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,penalty_faced,stand_catch,stand_save,total_keeper_sweeper,att_obxd_left,att_pen_target,penalty_won,att_lg_right,att_obp_goal,att_obxd_right,att_freekick_goal,own_goals,gk_smother,penalty_save,att_obx_right,back_pass,att_lg_left,blocked_pass,put_through,att_pen_post,att_pen_miss
3416,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,20,318.0,17.0,,358.0,3.0,10.0,24.0,671.0,78.0,4.0,20.0,15.0,60.0,53.0,10.0,3.0,1.0,,,,2.0,5.0,1.0,1.0,14.0,1.0,3.0,4.0,1.0,7.0,14.0,,,,,2.0,93.0,100.0,1.0,2.0,4.0,16.0,3.0,2.0,8.0,17.0,3.0,60.0,91.0,1.0,10.0,4.0,100.0,0.0,18.0,260.0,10.0,14.0,11.0,3.0,,,,6.0,35.0,,31.0,67.0,101.0,65.0,2.0,5.0,1012.0,1.0,5.0,7.0,4.0,3.0,196.0,2.0,23.0,,179.0,173.0,63.0,34.0,358.0,9.0,149.0,12.0,352.0,31.0,15.0,22.0,24.0,22.0,195.0,,450.0,18.0,10.0,37.0,778.0,17.0,1.0,49.0,88.0,1075.0,7.0,7.0,8.0,10.0,7.0,35.0,2.0,,,,,,1.0,2.0,2.0,1.0,3.0,2.0,,2.0,,2.0,,1.0,,14.0,5.0,3.0,,2.0,,,14.0,,2.0,3.0,,4.0,3.0,3.0,,2.0,2.0,,1.0,,1.0,2.0,,,,,,,1.0,6.0,2.0,,,2.0,1.0,1.0,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,2.0,,1.0,,,,,1.0,5.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2507,20,16.0,4.0,,55.0,37.0,,58.0,71.0,,,,9.0,67.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,1.0,,,,3.0,,2.0,,6.0,,173.0,0.0,,191.0,8.0,11.0,10.0,1.0,,,,,,,,3.0,245.0,70.0,4.0,3.0,757.0,,,,,,28.0,27.0,12.0,2.0,182.0,182.0,16.0,,3.0,,37.0,,17.0,7.0,6.0,,,,134.0,,180.0,120.0,,183.0,197.0,,,,,404.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,16.0,,,,,,,,,,,,,,,,66.0,,,,,,24.0,15.0,17.0,87.0,24.0,5.0,11.0,10.0,22.0,18.0,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,1.0,2.0,5.0,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,
4291,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,20,65.0,8.0,2.0,194.0,1.0,37.0,4.0,253.0,6.0,1.0,,19.0,52.0,43.0,14.0,6.0,1.0,,,,4.0,6.0,1.0,1.0,6.0,3.0,4.0,5.0,3.0,14.0,24.0,,,,,,66.0,18.0,1.0,3.0,10.0,10.0,,,8.0,12.0,3.0,44.0,23.0,1.0,2.0,,47.0,275.0,6.0,105.0,8.0,15.0,12.0,3.0,3.0,3.0,3.0,1.0,7.0,,4.0,52.0,13.0,12.0,7.0,2.0,722.0,,6.0,13.0,5.0,1.0,64.0,18.0,40.0,2.0,164.0,160.0,7.0,8.0,117.0,11.0,122.0,19.0,85.0,14.0,4.0,27.0,24.0,22.0,179.0,5.0,279.0,2.0,42.0,11.0,340.0,26.0,7.0,9.0,6.0,498.0,17.0,17.0,3.0,9.0,11.0,7.0,1.0,1.0,1.0,,,,,1.0,6.0,3.0,20.0,4.0,,1.0,,,,,,11.0,6.0,5.0,1.0,2.0,,,12.0,2.0,1.0,1.0,,6.0,3.0,13.0,1.0,,2.0,,,,1.0,5.0,2.0,59.0,,44.0,,1.0,6.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,1.0,,1.0,,,,4.0,1.0,11.0,2.0,7.0,,,1.0,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
4361,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,20,210.0,13.0,22.0,708.0,,122.0,34.0,914.0,16.0,65.0,64.0,33.0,189.0,165.0,49.0,53.0,8.0,11.0,1.0,14.0,8.0,37.0,24.0,3.0,13.0,11.0,17.0,5.0,7.0,14.0,81.0,2.0,3.0,,,13.0,380.0,86.0,24.0,,10.0,10.0,11.0,,4.0,105.0,8.0,257.0,140.0,,15.0,10.0,115.0,0.0,52.0,190.0,32.0,26.0,20.0,6.0,11.0,9.0,10.0,18.0,22.0,,14.0,205.0,51.0,42.0,5.0,3.0,2840.0,,16.0,45.0,48.0,2.0,199.0,198.0,45.0,,516.0,505.0,17.0,50.0,356.0,42.0,392.0,61.0,230.0,25.0,26.0,62.0,19.0,19.0,528.0,80.0,920.0,2.0,145.0,45.0,1131.0,100.0,7.0,26.0,16.0,1681.0,115.0,115.0,23.0,20.0,24.0,17.0,3.0,11.0,5.0,1.0,5.0,2.0,17.0,9.0,2.0,27.0,71.0,6.0,17.0,17.0,1.0,,,2.0,1.0,27.0,4.0,4.0,,1.0,1.0,14.0,15.0,,12.0,10.0,,14.0,19.0,9.0,1.0,,3.0,14.0,,3.0,6.0,1.0,,,,,,2.0,7.0,9.0,,,,1.0,2.0,,,,1.0,,8.0,,,,,,52.0,2.0,,,,,,,,,,,,,11.0,,,3.0,1.0,11.0,1.0,,,,,11.0,,,,,,,4.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
3753,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,20,86.0,11.0,5.0,284.0,2.0,64.0,12.0,365.0,4.0,26.0,11.0,23.0,83.0,67.0,19.0,26.0,3.0,2.0,2.0,4.0,9.0,10.0,12.0,2.0,8.0,5.0,5.0,11.0,7.0,30.0,59.0,2.0,2.0,1.0,,10.0,139.0,46.0,13.0,1.0,27.0,5.0,2.0,,4.0,36.0,4.0,127.0,94.0,1.0,4.0,3.0,43.0,0.0,42.0,112.0,14.0,11.0,8.0,3.0,1.0,,1.0,10.0,16.0,1.0,14.0,77.0,22.0,8.0,3.0,,1321.0,,10.0,11.0,32.0,1.0,106.0,55.0,31.0,2.0,237.0,228.0,12.0,25.0,143.0,23.0,164.0,21.0,102.0,34.0,13.0,44.0,18.0,18.0,234.0,16.0,387.0,5.0,75.0,21.0,471.0,82.0,6.0,17.0,4.0,790.0,43.0,43.0,44.0,16.0,22.0,12.0,4.0,1.0,3.0,1.0,5.0,,12.0,3.0,18.0,15.0,66.0,2.0,8.0,13.0,,,2.0,,2.0,22.0,5.0,5.0,,1.0,1.0,11.0,14.0,,9.0,3.0,3.0,5.0,9.0,19.0,,8.0,8.0,3.0,,2.0,3.0,,,6.0,,4.0,,1.0,2.0,5.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,,23.0,,,2.0,,,8.0,1.0,,,,,,,,,,,,,4.0,1.0,3.0,3.0,3.0,4.0,9.0,3.0,4.0,3.0,,4.0,4.0,,2.0,1.0,,1.0,2.0,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
3608,20,2.0,,,1.0,1.0,,,3.0,,,,1.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,11.0,,,,,,1.0,,,,2.0,2.0,1.0,,3.0,,1.0,,3.0,,,,,,1.0,1.0,2.0,1.0,,,5.0,1.0,,,,6.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,20,718.0,78.0,6.0,1398.0,2.0,144.0,155.0,2087.0,6.0,21.0,16.0,31.0,167.0,125.0,43.0,5.0,,,,,3.0,2.0,2.0,1.0,7.0,3.0,5.0,11.0,5.0,32.0,23.0,,1.0,,1.0,2.0,283.0,171.0,,6.0,17.0,33.0,11.0,,6.0,27.0,3.0,125.0,165.0,2.0,6.0,3.0,390.0,0.0,42.0,708.0,30.0,28.0,24.0,4.0,2.0,1.0,2.0,4.0,56.0,,39.0,668.0,331.0,267.0,7.0,7.0,2600.0,2.0,32.0,32.0,14.0,6.0,240.0,350.0,68.0,1.0,370.0,360.0,61.0,100.0,645.0,13.0,643.0,64.0,762.0,114.0,12.0,24.0,109.0,34.0,752.0,17.0,1651.0,14.0,145.0,177.0,2304.0,44.0,4.0,72.0,6.0,2734.0,20.0,20.0,57.0,21.0,16.0,59.0,4.0,3.0,,,2.0,,3.0,3.0,14.0,6.0,37.0,4.0,1.0,7.0,,,,2.0,,20.0,29.0,6.0,2.0,19.0,1.0,7.0,18.0,10.0,4.0,2.0,,3.0,10.0,21.0,,16.0,2.0,1.0,,1.0,2.0,84.0,1.0,78.0,,70.0,,,6.0,2.0,4.0,,1.0,,,4.0,,,1.0,1.0,13.0,,,,,76.0,,1.0,,,,,,,,,,,24.0,,,1.0,,1.0,2.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,
4235,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,20,3.0,,,9.0,,2.0,1.0,11.0,,,,2.0,3.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,2.0,,1.0,,,,2.0,3.0,,,,,,,,3.0,,5.0,1.0,,,,1.0,18.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,7.0,1.0,1.0,1.0,,69.0,,1.0,,1.0,,3.0,2.0,,,13.0,13.0,,3.0,4.0,1.0,5.0,1.0,3.0,,,2.0,1.0,1.0,8.0,,13.0,,3.0,1.0,15.0,2.0,1.0,,,29.0,5.0,5.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,20,93.0,7.0,1.0,267.0,9.0,15.0,16.0,323.0,7.0,14.0,4.0,26.0,135.0,102.0,14.0,6.0,1.0,,1.0,1.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,,9.0,16.0,1.0,,,,3.0,104.0,114.0,2.0,5.0,8.0,22.0,3.0,1.0,43.0,14.0,11.0,99.0,80.0,5.0,7.0,1.0,75.0,0.0,20.0,155.0,15.0,22.0,21.0,1.0,2.0,2.0,2.0,4.0,32.0,2.0,25.0,109.0,77.0,28.0,10.0,6.0,1489.0,,14.0,9.0,6.0,3.0,89.0,108.0,49.0,3.0,353.0,342.0,54.0,52.0,84.0,8.0,131.0,23.0,126.0,36.0,18.0,48.0,163.0,126.0,202.0,12.0,489.0,41.0,15.0,59.0,452.0,22.0,6.0,41.0,8.0,879.0,26.0,26.0,18.0,5.0,31.0,28.0,3.0,5.0,2.0,,,,2.0,2.0,6.0,1.0,16.0,7.0,2.0,2.0,,,,1.0,,17.0,37.0,26.0,1.0,7.0,,2.0,81.0,1.0,2.0,2.0,1.0,11.0,8.0,2.0,,,,1.0,,1.0,,57.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,2.0,,,1.0,,38.0,1.0,1.0,,,,,,,,,,,12.0,,3.0,,1.0,,,3.0,11.0,,,,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,20,29.0,5.0,6.0,81.0,1.0,19.0,6.0,109.0,,18.0,9.0,16.0,38.0,49.0,9.0,6.0,,,1.0,1.0,4.0,3.0,2.0,,5.0,2.0,1.0,2.0,1.0,5.0,11.0,,1.0,,,,52.0,18.0,1.0,1.0,6.0,5.0,1.0,,1.0,11.0,2.0,50.0,35.0,,2.0,1.0,23.0,0.0,12.0,43.0,5.0,6.0,4.0,2.0,,,,2.0,6.0,,5.0,32.0,12.0,7.0,9.0,2.0,519.0,,4.0,5.0,4.0,1.0,17.0,28.0,9.0,,97.0,92.0,5.0,8.0,34.0,5.0,39.0,9.0,37.0,10.0,6.0,10.0,8.0,8.0,73.0,28.0,132.0,3.0,24.0,10.0,161.0,15.0,3.0,10.0,,258.0,17.0,17.0,10.0,5.0,3.0,10.0,,,2.0,,1.0,,1.0,,2.0,1.0,7.0,1.0,,1.0,,,,,1.0,6.0,1.0,1.0,,,,,7.0,,1.0,,1.0,,5.0,1.0,,,1.0,,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,2.0,,,,,,6.0,1.0,,,,,,,,,,,,,1.0,,,,2.0,1.0,11.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,20,168.0,31.0,2.0,312.0,1.0,37.0,44.0,470.0,17.0,9.0,1.0,26.0,141.0,115.0,25.0,6.0,2.0,,,,3.0,4.0,3.0,5.0,29.0,3.0,5.0,9.0,3.0,18.0,23.0,1.0,,,,4.0,156.0,70.0,,1.0,9.0,16.0,2.0,,10.0,68.0,4.0,140.0,96.0,1.0,1.0,,60.0,0.0,15.0,138.0,16.0,25.0,21.0,4.0,5.0,5.0,4.0,1.0,9.0,,8.0,212.0,35.0,24.0,9.0,1.0,1556.0,,12.0,21.0,11.0,,32.0,86.0,38.0,4.0,298.0,295.0,37.0,28.0,70.0,14.0,139.0,33.0,194.0,50.0,4.0,85.0,52.0,37.0,193.0,6.0,434.0,2.0,39.0,53.0,576.0,34.0,11.0,22.0,17.0,939.0,36.0,36.0,21.0,13.0,12.0,18.0,2.0,8.0,2.0,,3.0,,5.0,1.0,6.0,1.0,5.0,6.0,1.0,5.0,1.0,,,,2.0,52.0,10.0,9.0,2.0,3.0,,,21.0,5.0,4.0,1.0,1.0,9.0,5.0,9.0,2.0,2.0,2.0,2.0,,,2.0,21.0,,,1.0,,,2.0,4.0,2.0,2.0,,,5.0,2.0,,,,,,4.0,,,1.0,,16.0,2.0,2.0,,,,,,,,,,,2.0,,2.0,,,,,2.0,10.0,,,,1.0,3.0,,,,,,1.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2009,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,20,87.0,3.0,3.0,244.0,,34.0,6.0,331.0,3.0,14.0,5.0,20.0,75.0,46.0,13.0,9.0,,,3.0,4.0,3.0,2.0,8.0,2.0,6.0,,1.0,,1.0,5.0,17.0,1.0,1.0,,1.0,3.0,79.0,30.0,3.0,,6.0,9.0,1.0,,,13.0,4.0,58.0,42.0,,6.0,3.0,44.0,0.0,14.0,127.0,10.0,16.0,13.0,3.0,1.0,1.0,1.0,3.0,20.0,,11.0,50.0,25.0,19.0,4.0,3.0,902.0,1.0,2.0,12.0,13.0,,63.0,47.0,27.0,2.0,125.0,124.0,11.0,15.0,153.0,2.0,134.0,14.0,99.0,5.0,7.0,22.0,3.0,3.0,187.0,9.0,313.0,6.0,35.0,9.0,409.0,21.0,8.0,16.0,3.0,560.0,15.0,15.0,9.0,12.0,8.0,10.0,1.0,1.0,,,,1.0,3.0,,3.0,4.0,11.0,3.0,1.0,4.0,,,,,1.0,12.0,,,,,,2.0,3.0,,3.0,2.0,,3.0,4.0,13.0,,,,3.0,,,1.0,1.0,3.0,23.0,,14.0,,,3.0,2.0,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,10.0,,,,,2.0,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,20,146.0,11.0,6.0,402.0,,55.0,18.0,519.0,12.0,7.0,,27.0,80.0,92.0,20.0,5.0,,1.0,1.0,2.0,3.0,3.0,3.0,1.0,5.0,8.0,2.0,11.0,7.0,28.0,27.0,1.0,,1.0,1.0,,180.0,52.0,,2.0,11.0,8.0,2.0,,9.0,14.0,7.0,61.0,39.0,2.0,1.0,,58.0,0.0,19.0,129.0,12.0,16.0,16.0,,3.0,3.0,2.0,,12.0,2.0,11.0,103.0,35.0,24.0,11.0,2.0,1241.0,,17.0,18.0,16.0,,172.0,63.0,30.0,2.0,201.0,201.0,12.0,33.0,174.0,15.0,209.0,35.0,158.0,19.0,1.0,21.0,113.0,67.0,254.0,10.0,541.0,1.0,56.0,25.0,586.0,42.0,8.0,26.0,13.0,872.0,13.0,13.0,8.0,9.0,22.0,19.0,6.0,,3.0,,2.0,,4.0,2.0,8.0,8.0,35.0,5.0,3.0,6.0,1.0,,,1.0,,5.0,29.0,13.0,,12.0,1.0,6.0,52.0,4.0,4.0,2.0,3.0,2.0,7.0,1.0,,9.0,2.0,4.0,1.0,,1.0,49.0,,12.0,,12.0,,,,7.0,3.0,,,,,2.0,,,,,3.0,,,1.0,1.0,46.0,12.0,2.0,,,,,,,,,,,16.0,,1.0,1.0,,,4.0,1.0,15.0,,,,1.0,,3.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
4279,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
