id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_right,att_corner,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,red_card,rightside_pass,second_goal_assist,shield_ball_oop,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,att_bx_left,att_cmiss_high,att_cmiss_left,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_post,att_ibox_goal,att_ibox_post,att_miss_high_left,att_post_high,att_rf_goal,att_setpiece,att_sv_high_centre,big_chance_scored,goals,goals_openplay,goal_kicks,post_scoring_att,total_sub_on,accurate_flick_on,accurate_layoffs,accurate_pull_back,accurate_through_ball,att_cmiss_right,att_goal_low_centre,att_lf_goal,att_obox_goal,att_one_on_one,total_through_ball,att_assist_setplay,att_goal_low_right,att_sv_high_left,corner_taken,accurate_corners_intobox,freekick_cross,total_corners_intobox,total_fastbreak,assist_pass_lost,accurate_freekick_cross,assist_own_goal,att_freekick_target,att_freekick_total,att_obox_post,att_post_left,goal_assist_deadball,goal_assist_setplay,assist_free_kick_won,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_freekick_post,att_pen_goal,att_pen_target,att_sv_high_right,assist_handball_won,att_fastbreak,att_goal_high_centre,att_pen_post,att_post_right,shot_fastbreak,clearance_off_line,second_yellow,assist_blocked_shot,att_cmiss_high_right,goal_fastbreak,assist_attempt_saved,assist_post,att_obxd_left,att_obx_left,att_obp_goal,foul_throw_in,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,own_goals,punches,saved_ibox,saved_obox,saves,stand_save,total_high_claim,total_keeper_sweeper,att_obxd_right,dangerous_play,cross_not_claimed,dive_catch,gk_smother,penalty_faced,stand_catch,att_lg_centre,att_obx_right,penalty_save,back_pass,att_lg_left,att_lg_right,att_pen_miss
6899,112119.0,Alexandre Lacazette,Alexandre,Lacazette,1991-05-28,France,France,10.0,F,Centre Striker,363,143.0,12.0,0.0,0.0,262.0,,11.0,405.0,,63.0,28.0,31.0,,19.0,136.0,78.0,33.0,12.0,20.0,20.0,1.0,2.0,4.0,10.0,1.0,6.0,13.0,1.0,5.0,1.0,2.0,1.0,5.0,4.0,4.0,3.0,12.0,36.0,11.0,30.0,8.0,5.0,1.0,150.0,59.0,2.0,9.0,,31.0,5.0,18.0,2.0,3.0,,31.0,5.0,160.0,121.0,,13.0,11.0,,,98.0,46.0,17.0,37.0,97.0,22.0,21.0,19.0,2.0,2.0,1.0,2.0,1.0,11.0,45.0,1.0,12.0,,12.0,1.0,131.0,30.0,20.0,12.0,2.0,1927.0,,7.0,15.0,29.0,481.0,1.0,,62.0,65.0,,1.0,31.0,2.0,213.0,213.0,13.0,15.0,31.0,31.0,,136.0,1.0,,11.0,1.0,61.0,167.0,372.0,19.0,45.0,22.0,165.0,19.0,13.0,36.0,3.0,3.0,229.0,21.0,352.0,1.0,28.0,18.0,8.0,514.0,1.0,45.0,15.0,18.0,0.0,850.0,100.0,50.0,50.0,54.0,5.0,14.0,22.0,9.0,10.0,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,,13.0,,1.0,1.0,8.0,1.0,,12.0,13.0,10.0,,1.0,9.0,5.0,27.0,0.0,4.0,3.0,2.0,3.0,,4.0,4.0,,4.0,1.0,,,,,1.0,,,1.0,,3.0,1.0,,,,,,,,1.0,3.0,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23832,317525.0,Ethan Laird,Ethan,Laird,2001-08-05,England,England,3.0,D,Right Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,186673.0,Adam Lallana,Adam,Lallana,1988-05-10,England,England,14.0,M,Left/Centre/Right Attacking Midfielder,363,340.0,25.0,2.0,2.0,447.0,1.0,18.0,785.0,5.0,27.0,10.0,30.0,,8.0,78.0,58.0,16.0,6.0,24.0,14.0,2.0,1.0,,3.0,3.0,7.0,4.0,3.0,11.0,3.0,,5.0,0.0,5.0,1.0,,6.0,19.0,1.0,8.0,1.0,2.0,1.0,177.0,117.0,4.0,,1.0,29.0,8.0,31.0,3.0,8.0,3.0,15.0,13.0,97.0,76.0,1.0,12.0,6.0,,,57.0,90.0,4.0,18.0,249.0,16.0,18.0,17.0,1.0,1.0,,1.0,3.0,6.0,44.0,1.0,15.0,2.0,15.0,,258.0,68.0,45.0,10.0,2.0,1588.0,0.0,4.0,21.0,5.0,907.0,3.0,,141.0,144.0,1.0,,49.0,3.0,201.0,201.0,18.0,34.0,65.0,29.0,,239.0,,1.0,9.0,,28.0,254.0,769.0,15.0,25.0,25.0,372.0,53.0,12.0,28.0,12.0,11.0,334.0,10.0,563.0,14.0,18.0,40.0,3.0,923.0,2.0,22.0,9.0,28.0,5.0,1166.0,61.0,24.0,24.0,20.0,0.0,7.0,18.0,8.0,13.0,,,,,0.0,,,1.0,,2.0,1.0,1.0,1.0,0.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,14.0,4.0,18.0,,1.0,0.0,,0.0,,1.0,2.0,,0.0,,3.0,,,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,283441.0,Erik Lamela,Erik,Lamela,1992-03-04,Argentina,Argentina,17.0,M,Left/Centre/Right Attacking Midfielder,363,100.0,13.0,3.0,,184.0,1.0,8.0,281.0,,12.0,6.0,23.0,,18.0,64.0,24.0,9.0,12.0,6.0,4.0,2.0,,1.0,1.0,3.0,1.0,4.0,7.0,18.0,2.0,1.0,,2.0,3.0,4.0,4.0,9.0,16.0,,2.0,2.0,4.0,,102.0,40.0,2.0,0.0,1.0,21.0,6.0,13.0,,5.0,2.0,13.0,5.0,77.0,58.0,1.0,1.0,,,,40.0,30.0,6.0,24.0,66.0,5.0,17.0,17.0,,,,,,,7.0,3.0,6.0,,6.0,,127.0,12.0,10.0,8.0,,704.0,,5.0,3.0,9.0,321.0,1.0,2.0,32.0,46.0,,,34.0,5.0,129.0,129.0,9.0,12.0,19.0,21.0,1.0,43.0,2.0,,6.0,,21.0,87.0,264.0,10.0,28.0,9.0,114.0,20.0,1.0,40.0,23.0,10.0,122.0,1.0,247.0,1.0,12.0,11.0,,338.0,2.0,21.0,5.0,17.0,1.0,524.0,27.0,20.0,20.0,10.0,0.0,10.0,25.0,6.0,9.0,4.0,,1.0,1.0,,,,,,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,18.0,,10.0,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,16.0,3.0,3.0,13.0,,,,,2.0,4.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
23704,180207.0,Tariq Lamptey,Tariq,Lamptey,2000-09-30,England,England,2.0,D,Right Full Back,363,139.0,6.0,10.0,10.0,163.0,1.0,4.0,292.0,70.0,11.0,5.0,11.0,2.0,16.0,50.0,31.0,6.0,,8.0,3.0,1.0,,,,3.0,1.0,1.0,,,1.0,,,,,,,,6.0,1.0,6.0,1.0,,,111.0,59.0,2.0,1.0,3.0,18.0,3.0,7.0,1.0,20.0,14.0,6.0,4.0,61.0,63.0,3.0,9.0,3.0,,1.0,44.0,29.0,7.0,21.0,92.0,11.0,15.0,14.0,1.0,1.0,,1.0,,3.0,20.0,,19.0,3.0,19.0,,158.0,26.0,10.0,5.0,1.0,889.0,1.0,5.0,4.0,2.0,371.0,1.0,8.0,6.0,113.0,1.0,2.0,42.0,5.0,174.0,174.0,2.0,33.0,24.0,18.0,1.0,13.0,,1.0,1.0,2.0,23.0,88.0,289.0,7.0,22.0,10.0,164.0,17.0,9.0,29.0,34.0,34.0,129.0,1.0,244.0,10.0,,18.0,1.0,374.0,3.0,6.0,4.0,17.0,86.0,670.0,30.0,21.0,21.0,28.0,0.0,2.0,13.0,10.0,9.0,2.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24702,316335.0,Daniel Langley,Daniel,Langley,2000-12-28,England,England,,G,Goalkeeper,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,277645.0,Henri Lansbury,Henri,Lansbury,1990-10-12,England,England,23.0,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13872,35213.0,Manuel Lanzini,Manuel,Lanzini,1993-02-15,Argentina,Argentina,,M,Left/Centre/Right Attacking Midfielder,363,133.0,8.0,2.0,1.0,204.0,1.0,9.0,335.0,1.0,8.0,2.0,17.0,,6.0,37.0,19.0,7.0,5.0,9.0,5.0,,1.0,,,2.0,4.0,1.0,1.0,3.0,5.0,0.0,,1.0,,3.0,1.0,5.0,9.0,1.0,8.0,0.0,1.0,,69.0,59.0,1.0,1.0,,15.0,2.0,7.0,,,1.0,9.0,4.0,37.0,27.0,,5.0,2.0,,,10.0,35.0,1.0,7.0,100.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,,7.0,,7.0,,87.0,18.0,15.0,6.0,,560.0,,2.0,9.0,3.0,363.0,,1.0,62.0,36.0,,,6.0,1.0,68.0,68.0,7.0,23.0,29.0,15.0,,114.0,,,7.0,1.0,3.0,105.0,329.0,9.0,16.0,11.0,142.0,16.0,5.0,13.0,3.0,2.0,125.0,2.0,231.0,2.0,2.0,13.0,3.0,370.0,,12.0,4.0,9.0,1.0,479.0,15.0,14.0,14.0,10.0,0.0,7.0,6.0,,2.0,1.0,,1.0,3.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,12.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044,94133.0,Aymeric Laporte,Aymeric,Laporte,1994-05-27,France,Spain,14.0,D,Centre Central Defender,363,673.0,25.0,,,487.0,3.0,47.0,1160.0,9.0,21.0,42.0,16.0,,4.0,54.0,40.0,5.0,1.0,4.0,4.0,,5.0,1.0,3.0,1.0,3.0,1.0,0.0,3.0,,,1.0,1.0,1.0,,,1.0,1.0,,,0.0,,,100.0,66.0,1.0,1.0,,9.0,2.0,4.0,7.0,,1.0,1.0,2.0,34.0,65.0,,28.0,16.0,,,24.0,138.0,,9.0,434.0,14.0,10.0,9.0,1.0,,,,1.0,16.0,68.0,,11.0,3.0,11.0,,204.0,215.0,170.0,2.0,7.0,1343.0,10.0,1.0,3.0,1.0,1256.0,7.0,1.0,294.0,21.0,1.0,,11.0,2.0,126.0,126.0,1.0,32.0,33.0,9.0,,536.0,,,3.0,1.0,12.0,138.0,1143.0,5.0,1.0,4.0,713.0,54.0,28.0,2.0,1.0,1.0,175.0,,562.0,15.0,,90.0,2.0,1274.0,,6.0,,13.0,9.0,1397.0,12.0,8.0,8.0,9.0,0.0,12.0,2.0,2.0,6.0,1.0,1.0,0.0,,0.0,,,0.0,,2.0,,0.0,,1.0,,,,1.0,,0.0,0.0,1.0,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30528,283740.0,Yasser Larouci,Yasser,Larouci,2001-01-01,Algeria,France,22.0,D,Left Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,14914.0,Jamaal Lascelles,Jamaal,Lascelles,1993-11-11,England,England,16.0,D,Centre Central Defender,363,390.0,34.0,,,108.0,14.0,42.0,498.0,,24.0,47.0,19.0,,8.0,172.0,109.0,15.0,,3.0,14.0,1.0,10.0,1.0,10.0,4.0,8.0,1.0,,,1.0,,4.0,3.0,,,,,1.0,0.0,2.0,1.0,0.0,0.0,42.0,65.0,,,2.0,14.0,4.0,3.0,2.0,,3.0,1.0,6.0,44.0,73.0,2.0,84.0,43.0,,,24.0,62.0,,17.0,246.0,19.0,32.0,29.0,3.0,,,,1.0,43.0,82.0,1.0,12.0,3.0,12.0,1.0,176.0,104.0,54.0,10.0,11.0,1627.0,8.0,1.0,2.0,3.0,613.0,17.0,1.0,10.0,78.0,,,14.0,2.0,136.0,136.0,,49.0,16.0,14.0,,157.0,,,8.0,1.0,7.0,36.0,493.0,10.0,1.0,3.0,442.0,72.0,84.0,4.0,3.0,3.0,78.0,2.0,182.0,36.0,1.0,102.0,,621.0,,15.0,3.0,14.0,,824.0,18.0,6.0,6.0,9.0,0.0,3.0,4.0,3.0,7.0,4.0,,,,1.0,1.0,,,2.0,7.0,,2.0,,,,,4.0,0.0,1.0,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23696,288917.0,Marcel Lavinier,Marcel,Lavinier,2000-12-16,England,Portugal,57.0,M,Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31441,283458.0,Henry Lawrence,Henry,Lawrence,2001-09-21,England,England,2.0,D,Right Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528,289004.0,Valentino Lazaro,Valentino,Lazaro,1996-03-24,Austria,Austria,22.0,M,Right Winger,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503,313341.0,Maxime Le Marchand,Maxime,Le Marchand,1989-10-11,France,France,23.0,D,Centre Central Defender,363,56.0,6.0,,,22.0,,8.0,78.0,,3.0,3.0,2.0,,2.0,10.0,7.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,3.0,9.0,,,,,,,,,,,,6.0,6.0,,3.0,2.0,,,3.0,4.0,,3.0,35.0,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,15.0,15.0,11.0,2.0,,122.0,3.0,,,,83.0,,,14.0,,,,1.0,,7.0,7.0,,6.0,3.0,,,32.0,,,1.0,,1.0,7.0,76.0,,0.0,,59.0,7.0,3.0,,,,7.0,,26.0,3.0,,12.0,,85.0,,1.0,,2.0,,94.0,,,,1.0,0.0,,,,2.0,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66222,160736.0,Zan-Luk Leban,Zan-Luk,Leban,2002-12-15,Slovenia,Slovenia,1.0,G,Goalkeeper,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16607,282356.0,Florian Lejeune,Florian,Lejeune,1991-05-20,France,France,22.0,D,Centre Central Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13866,289095.0,Jonathan Leko,Jonathan,Leko,1999-04-24,England,England,18.0,F,Left/Right Winger,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,283232.0,Mario Lemina,Mario,Lemina,1993-09-01,Gabon,Gabon,99.0,M,Centre Defensive Midfielder,363,422.0,34.0,,,319.0,2.0,47.0,741.0,3.0,25.0,23.0,28.0,1.0,15.0,137.0,74.0,5.0,14.0,12.0,4.0,1.0,4.0,,,0.0,2.0,2.0,,1.0,3.0,2.0,3.0,2.0,6.0,8.0,,14.0,10.0,2.0,18.0,1.0,,1.0,126.0,118.0,1.0,0.0,2.0,29.0,6.0,21.0,1.0,1.0,3.0,22.0,10.0,109.0,126.0,2.0,19.0,10.0,,,53.0,101.0,3.0,32.0,260.0,19.0,27.0,25.0,2.0,0.0,,0.0,2.0,10.0,58.0,,30.0,3.0,30.0,,235.0,104.0,71.0,13.0,7.0,1703.0,3.0,7.0,5.0,3.0,874.0,5.0,4.0,96.0,95.0,0.0,1.0,38.0,4.0,216.0,216.0,8.0,51.0,59.0,29.0,,266.0,,2.0,10.0,,25.0,130.0,731.0,21.0,33.0,12.0,454.0,69.0,19.0,37.0,4.0,4.0,200.0,7.0,437.0,11.0,5.0,81.0,0.0,887.0,,19.0,11.0,62.0,4.0,1209.0,14.0,26.0,26.0,15.0,1.0,5.0,26.0,2.0,35.0,5.0,,,,,,,1.0,,,,1.0,,,,1.0,5.0,,,1.0,,,,9.0,3.0,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,129845.0,Bernd Leno,Bernd,Leno,1992-03-04,Germany,Germany,1.0,G,Goalkeeper,363,707.0,47.0,,,59.0,27.0,111.0,766.0,,1.0,11.0,35.0,,,245.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,269.0,,,,1.0,,,11.0,,,1.0,6.0,2.0,15.0,,23.0,1.0,1.0,1.0,2.0,64.0,,2.0,480.0,35.0,37.0,33.0,4.0,,,,1.0,1.0,2.0,,,,,,305.0,247.0,60.0,12.0,13.0,3132.0,,,,,683.0,0.0,,56.0,52.0,,,5.0,1.0,235.0,235.0,,38.0,1.0,1.0,1.0,212.0,,,,,2.0,7.0,595.0,1.0,1.0,,750.0,85.0,23.0,,,,64.0,,247.0,116.0,,340.0,,997.0,,,,1.0,,1326.0,1.0,0.0,0.0,4.0,0.0,17.0,,,0.0,,132.0,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,182.0,13.0,35.0,15.0,215.0,183.0,1.0,12.0,52.0,32.0,86.0,8.0,18.0,12.0,,,,,3.0,2.0,6.0,,,1.0,,,,
23784,288286.0,Thakgalo Leshabela,Thakgalo,Leshabela,1999-09-18,South Africa,South Africa,24.0,M,Centre Attacking Midfielder,363,3.0,1.0,,,3.0,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,9.0,,,,,7.0,,,2.0,2.0,,,,,3.0,3.0,,,2.0,1.0,,2.0,,,,,1.0,2.0,6.0,,1.0,,3.0,1.0,,,1.0,1.0,3.0,,5.0,,1.0,,,7.0,,,,,,10.0,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23830,275129.0,Dylan Levitt,Dylan,Levitt,2000-11-17,Wales,Wales,,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79245,222703.0,George Lewis,George,Lewis,2000-06-16,Rwanda,Rwanda,,F,Winger,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
