id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_freekick_total,att_ibox_miss,att_lf_total,att_lg_centre,att_miss_high,att_miss_left,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_pass,interception,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,second_goal_assist,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_flick_on,accurate_launches,accurate_pull_back,accurate_through_ball,att_bx_centre,att_goal_high_left,att_hd_goal,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_target,att_miss_right,att_obox_post,att_post_high,big_chance_created,big_chance_missed,big_chance_scored,clean_sheet,draws,effective_head_clearance,error_lead_to_shot,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,penalty_won,pen_goals_conceded,post_scoring_att,shield_ball_oop,six_yard_block,total_fastbreak,total_flick_on,total_pull_back,total_through_ball,att_bx_left,att_miss_high_left,att_one_on_one,att_sv_high_centre,assist_pass_lost,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_goal_low_right,att_hd_miss,att_hd_target,att_ibox_post,att_lf_goal,att_miss_high_right,att_obox_goal,att_obxd_right,att_obx_right,att_post_right,att_rf_goal,att_setpiece,shot_fastbreak,att_sv_high_right,att_cmiss_high_left,att_goal_high_right,assist_penalty_won,att_cmiss_high,att_goal_low_centre,att_sv_high_left,error_lead_to_goal,foul_throw_in,att_goal_high_centre,att_goal_low_left,att_lg_right,att_obxd_left,att_pen_goal,att_pen_target,goal_assist_deadball,goal_assist_setplay,att_hd_post,clearance_off_line,own_goals,att_freekick_post,attempts_ibox,att_cmiss_high_right,att_obp_goal,att_obx_left,att_post_left,touches_in_opp_box,red_card,second_yellow,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,goal_kicks,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_keeper_sweeper,assist_attempt_saved,attempts_obox,goal_fastbreak,cross_not_claimed,dive_catch,gk_smother,good_high_claim,penalty_faced,penalty_save,stand_save,total_high_claim,assist_blocked_shot,assist_free_kick_won,assist_handball_won,assist_own_goal,att_lg_left,dangerous_play,att_pen_miss,assist_post,att_pen_post
4141,256687.0,Aleksandar Kolarov,Aleksandar,Kolarov,1985-11-10,Yugoslavia,Serbia,11.0,D,Left Full Back,22,0.0,344.0,23.0,4.0,26.0,22.0,,510.0,4.0,50.0,828.0,170.0,15.0,38.0,30.0,4.0,93.0,113.0,24.0,3.0,,6.0,9.0,41.0,,8.0,3.0,9.0,20.0,5.0,35.0,33.0,1.0,5.0,3.0,3.0,2.0,195.0,140.0,13.0,46.0,11.0,18.0,10.0,74.0,23.0,14.0,73.0,145.0,13.0,61.0,150.0,12.0,13.0,2.0,344.0,21.0,21.0,16.0,5.0,3.0,74.0,31.0,31.0,2.0,35.0,163.0,85.0,4.0,17.0,1969.0,12.0,22.0,13.0,1005.0,3.0,335.0,23.0,37.0,363.0,363.0,9.0,73.0,58.0,46.0,446.0,,29.0,245.0,813.0,18.0,34.0,387.0,60.0,61.0,38.0,8.0,107.0,99.0,336.0,740.0,36.0,4.0,96.0,2.0,1020.0,53.0,1.0,9.0,51.0,196.0,1686.0,21.0,21.0,36.0,22.0,22.0,32.0,41.0,2.0,2.0,8.0,1.0,,4.0,,,7.0,2.0,,7.0,9.0,10.0,,,9.0,,,8.0,4.0,34.0,1.0,1.0,1.0,7.0,6.0,7.0,34.0,1.0,,3.0,6.0,,1.0,1.0,,3.0,,1.0,5.0,3.0,3.0,8.0,5.0,1.0,1.0,,2.0,4.0,1.0,,4.0,2.0,,5.0,2.0,,,3.0,1.0,,,,1.0,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,32441.0,Kolo Touré,Kolo,Touré,1981-03-19,,,2.0,D,Centre Central Defender,22,155.0,402.0,16.0,,,,,209.0,,43.0,611.0,31.0,42.0,43.0,20.0,3.0,106.0,118.0,5.0,,1.0,,3.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,3.0,,,,48.0,78.0,6.0,16.0,2.0,7.0,,1.0,,2.0,67.0,86.0,6.0,146.0,79.0,,11.0,,357.0,15.0,20.0,15.0,5.0,,40.0,15.0,15.0,,187.0,171.0,117.0,4.0,12.0,1439.0,3.0,4.0,1.0,700.0,13.0,48.0,98.0,8.0,131.0,130.0,,51.0,27.0,16.0,115.0,,4.0,62.0,605.0,6.0,7.0,429.0,43.0,147.0,17.0,,1.0,1.0,104.0,279.0,39.0,,77.0,1.0,707.0,7.0,,5.0,33.0,41.0,1014.0,9.0,9.0,1.0,12.0,10.0,2.0,28.0,2.0,,9.0,,1.0,4.0,,,3.0,2.0,,,,2.0,,1.0,3.0,1.0,,3.0,4.0,78.0,1.0,,,2.0,1.0,2.0,79.0,1.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,262223.0,Vincent Kompany,Vincent,Kompany,1986-04-10,Belgium,Belgium,4.0,D,Defender,22,140.0,685.0,36.0,,,,,319.0,,116.0,1004.0,2.0,12.0,37.0,28.0,11.0,116.0,134.0,4.0,,,,7.0,1.0,,,2.0,,,1.0,1.0,1.0,2.0,8.0,2.0,,,29.0,159.0,4.0,17.0,4.0,16.0,,1.0,1.0,9.0,64.0,124.0,4.0,142.0,119.0,,22.0,,488.0,28.0,30.0,23.0,7.0,,70.0,56.0,56.0,3.0,426.0,253.0,178.0,3.0,22.0,2365.0,3.0,2.0,7.0,1127.0,14.0,32.0,147.0,19.0,167.0,167.0,3.0,104.0,52.0,17.0,197.0,,7.0,83.0,992.0,9.0,5.0,723.0,76.0,142.0,22.0,,2.0,2.0,143.0,419.0,49.0,,168.0,,1140.0,18.0,2.0,,65.0,2.0,1513.0,9.0,9.0,10.0,21.0,17.0,3.0,46.0,6.0,3.0,11.0,,1.0,14.0,1.0,1.0,7.0,4.0,4.0,2.0,,4.0,,,2.0,,2.0,8.0,4.0,86.0,1.0,4.0,,1.0,1.0,,86.0,,6.0,28.0,,,,1.0,,3.0,,,4.0,,2.0,,1.0,,1.0,,1.0,2.0,,,,,,5.0,1.0,,,,,,,,3.0,2.0,,,1.0,1.0,,,2.0,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,171380.0,Arouna Koné,Arouna,Koné,1983-11-11,,,2.0,F,Centre Striker,22,0.0,3.0,,,,,,19.0,4.0,,22.0,,4.0,1.0,5.0,,2.0,2.0,2.0,,,,,,,,,,,1.0,1.0,3.0,2.0,3.0,1.0,1.0,,8.0,1.0,,,,,,1.0,,3.0,8.0,3.0,,,2.0,,,,5.0,,,,,,1.0,,,,8.0,,,1.0,,79.0,,2.0,2.0,28.0,,6.0,2.0,2.0,15.0,15.0,1.0,,,,7.0,,1.0,12.0,22.0,,2.0,4.0,,,2.0,,1.0,1.0,17.0,25.0,,4.0,,2.0,28.0,3.0,,5.0,,,42.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,3.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,124515.0,Robert Koren,Robert,Koren,1980-09-20,Slovenia,Slovenia,10.0,M,Midfielder,22,238.0,157.0,15.0,1.0,1.0,,,285.0,41.0,18.0,441.0,2.0,14.0,,22.0,2.0,90.0,87.0,9.0,1.0,,,2.0,11.0,,,3.0,8.0,7.0,3.0,18.0,20.0,3.0,14.0,1.0,,1.0,108.0,56.0,,29.0,11.0,10.0,9.0,10.0,3.0,14.0,51.0,34.0,,4.0,70.0,3.0,9.0,,146.0,10.0,14.0,11.0,3.0,1.0,21.0,13.0,13.0,,149.0,58.0,42.0,12.0,1.0,1135.0,4.0,6.0,6.0,521.0,,78.0,103.0,13.0,155.0,155.0,3.0,17.0,36.0,29.0,131.0,,9.0,138.0,431.0,15.0,10.0,176.0,23.0,4.0,10.0,9.0,22.0,13.0,187.0,380.0,4.0,43.0,28.0,2.0,534.0,26.0,6.0,12.0,21.0,2.0,699.0,17.0,17.0,8.0,7.0,5.0,11.0,17.0,1.0,3.0,1.0,1.0,,5.0,,,1.0,3.0,2.0,1.0,1.0,2.0,,,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,2.0,,,,1.0,,,,2.0,,,,,,2.0,,7.0,1.0,2.0,2.0,3.0,,2.0,,1.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,170758.0,Laurent Koscielny,Laurent,Koscielny,1985-09-10,France,France,6.0,D,Centre Central Defender,22,192.0,940.0,40.0,,,,,246.0,1.0,129.0,1186.0,2.0,46.0,53.0,32.0,7.0,176.0,168.0,3.0,,,,4.0,3.0,,1.0,,,1.0,,1.0,,,4.0,2.0,1.0,,59.0,176.0,9.0,19.0,2.0,11.0,,2.0,,8.0,94.0,125.0,9.0,234.0,70.0,,30.0,,406.0,32.0,25.0,23.0,2.0,1.0,73.0,89.0,89.0,5.0,290.0,195.0,157.0,6.0,23.0,2741.0,,3.0,6.0,1243.0,23.0,109.0,40.0,3.0,106.0,106.0,1.0,135.0,40.0,19.0,514.0,,5.0,51.0,1161.0,13.0,3.0,969.0,62.0,234.0,6.0,,2.0,2.0,80.0,302.0,11.0,1.0,152.0,,1269.0,13.0,3.0,,54.0,2.0,1770.0,8.0,8.0,17.0,22.0,4.0,2.0,41.0,1.0,2.0,4.0,,,8.0,,1.0,5.0,2.0,2.0,4.0,1.0,3.0,,,,1.0,2.0,16.0,4.0,121.0,2.0,2.0,,,,,121.0,,10.0,32.0,2.0,3.0,,4.0,,4.0,,,3.0,,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,3.0,,,,,,,,1.0,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,315538.0,Libor Kozák,Libor,Kozák,1989-05-30,Czech Republic,Czech Republic,,F,Forward,22,0.0,15.0,4.0,,,,,97.0,19.0,7.0,112.0,2.0,85.0,43.0,14.0,1.0,67.0,38.0,8.0,,1.0,,1.0,,,,,1.0,,,2.0,11.0,2.0,7.0,,1.0,1.0,52.0,20.0,1.0,11.0,2.0,3.0,,3.0,,16.0,124.0,61.0,1.0,10.0,33.0,4.0,19.0,,69.0,8.0,9.0,8.0,1.0,1.0,67.0,2.0,2.0,,40.0,9.0,5.0,5.0,3.0,781.0,3.0,5.0,7.0,193.0,1.0,32.0,39.0,13.0,144.0,144.0,4.0,1.0,15.0,11.0,39.0,,2.0,55.0,105.0,6.0,8.0,25.0,9.0,10.0,15.0,,3.0,3.0,113.0,178.0,2.0,26.0,10.0,8.0,200.0,11.0,5.0,6.0,3.0,2.0,316.0,22.0,22.0,14.0,4.0,5.0,6.0,3.0,1.0,14.0,,,,8.0,,2.0,4.0,1.0,4.0,3.0,,1.0,1.0,1.0,,1.0,3.0,1.0,5.0,7.0,,4.0,4.0,,,,7.0,1.0,1.0,,2.0,,,,1.0,1.0,,1.0,54.0,2.0,1.0,,,2.0,1.0,,,,1.0,,,,3.0,1.0,1.0,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,282079.0,Kristoffer Olsson,Kristoffer,Olsson,1995-06-30,Sweden,Sweden,20.0,M,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,133649.0,Tim Krul,Tim,Krul,1988-04-03,Netherlands,Netherlands,1.0,G,Goalkeeper,22,36.0,191.0,31.0,,,,,216.0,,260.0,407.0,,2.0,4.0,36.0,1.0,279.0,176.0,1.0,3.0,,,,1.0,,,,,,,,1.0,,,,,,,350.0,1.0,2.0,1.0,1.0,,,,,4.0,10.0,1.0,36.0,345.0,,1.0,,660.0,36.0,51.0,44.0,7.0,,1.0,1.0,1.0,1.0,79.0,806.0,323.0,17.0,17.0,3240.0,2.0,2.0,,506.0,,87.0,45.0,48.0,559.0,559.0,,58.0,,2.0,57.0,,,123.0,275.0,1.0,4.0,249.0,48.0,36.0,,,,,306.0,547.0,514.0,,623.0,,796.0,1.0,,,1.0,,1470.0,4.0,4.0,3.0,15.0,,,,,,200.0,,,1.0,,,,1.0,,,,,,,1.0,,,10.0,4.0,,5.0,,,,,,,,,,,1.0,,5.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,165.0,53.0,128.0,19.0,57.0,320.0,249.0,130.0,19.0,67.0,34.0,101.0,7.0,61.0,,,,8.0,8.0,10.0,43.0,5.0,,6.0,49.0,,,,,,,,,
8709,32476.0,William Kvist,William,Kvist,1985-02-24,Denmark,Denmark,6.0,M,Centre Defensive Midfielder,22,0.0,87.0,4.0,,,,,79.0,1.0,12.0,166.0,,1.0,9.0,8.0,4.0,79.0,39.0,2.0,,,,,,,,,1.0,1.0,,2.0,2.0,,2.0,,,,33.0,31.0,2.0,10.0,1.0,10.0,,1.0,,,17.0,32.0,2.0,21.0,38.0,,5.0,,91.0,7.0,17.0,14.0,3.0,,26.0,19.0,19.0,,56.0,44.0,17.0,5.0,6.0,592.0,1.0,1.0,,223.0,3.0,29.0,35.0,8.0,63.0,63.0,1.0,17.0,13.0,10.0,43.0,,1.0,34.0,166.0,5.0,2.0,98.0,20.0,21.0,3.0,,1.0,1.0,60.0,126.0,12.0,1.0,26.0,,223.0,2.0,3.0,1.0,18.0,,307.0,3.0,3.0,3.0,2.0,2.0,1.0,15.0,1.0,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,5.0,2.0,,,,,,5.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,167446.0,Louis Laing,Louis,Laing,1993-03-06,England,England,,D,Central Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,30908.0,Milan Lalkovic,Milan,Lalkovic,1992-12-09,Slovakia,Slovakia,10.0,M,Left/Right Winger,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,186673.0,Adam Lallana,Adam,Lallana,1988-05-10,England,England,14.0,M,Left/Centre/Right Attacking Midfielder,22,418.0,376.0,67.0,11.0,36.0,26.0,1.0,911.0,143.0,56.0,1251.0,12.0,41.0,18.0,38.0,12.0,189.0,129.0,57.0,8.0,10.0,,12.0,31.0,,2.0,7.0,10.0,7.0,10.0,29.0,62.0,8.0,33.0,8.0,6.0,5.0,379.0,198.0,1.0,57.0,20.0,43.0,31.0,101.0,25.0,93.0,262.0,217.0,1.0,21.0,146.0,19.0,33.0,6.0,335.0,37.0,41.0,32.0,9.0,4.0,75.0,37.0,37.0,,382.0,105.0,74.0,12.0,1.0,3100.0,30.0,41.0,29.0,1434.0,2.0,277.0,294.0,93.0,604.0,604.0,31.0,58.0,109.0,58.0,382.0,1.0,21.0,491.0,1207.0,29.0,71.0,418.0,102.0,21.0,125.0,26.0,157.0,132.0,625.0,1217.0,10.0,153.0,76.0,16.0,1478.0,70.0,19.0,1.0,57.0,13.0,2303.0,92.0,92.0,76.0,15.0,69.0,37.0,47.0,3.0,11.0,,1.0,3.0,19.0,1.0,,4.0,10.0,7.0,10.0,12.0,7.0,,,4.0,8.0,4.0,4.0,11.0,10.0,,9.0,8.0,6.0,4.0,5.0,10.0,3.0,2.0,,6.0,,1.0,2.0,2.0,1.0,2.0,2.0,44.0,2.0,9.0,6.0,1.0,2.0,,1.0,2.0,3.0,,,,,2.0,4.0,,2.0,4.0,2.0,2.0,,,,4.0,3.0,,1.0,1.0,1.0,1.0,,3.0,,,,,2.0,,,,,1.0,1.0,,,,,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
4655,157388.0,Roland Lamah,Roland,Lamah,1987-12-31,Cote D’Ivoire,Belgium,7.0,M,Left Attacking Midfielder,22,0.0,90.0,6.0,1.0,7.0,6.0,,130.0,27.0,13.0,213.0,4.0,6.0,10.0,9.0,,21.0,28.0,9.0,1.0,,,2.0,8.0,,,,4.0,3.0,1.0,8.0,11.0,1.0,3.0,1.0,,,80.0,29.0,,12.0,5.0,1.0,1.0,15.0,7.0,7.0,28.0,35.0,,3.0,27.0,1.0,3.0,,43.0,4.0,11.0,8.0,3.0,,10.0,6.0,6.0,,37.0,9.0,7.0,4.0,,455.0,4.0,8.0,4.0,242.0,,51.0,16.0,11.0,81.0,81.0,1.0,12.0,16.0,12.0,84.0,,5.0,64.0,211.0,4.0,12.0,97.0,12.0,3.0,24.0,1.0,23.0,22.0,80.0,170.0,2.0,28.0,19.0,,244.0,14.0,4.0,5.0,5.0,4.0,365.0,14.0,14.0,7.0,2.0,13.0,7.0,4.0,1.0,6.0,,1.0,,2.0,,1.0,3.0,1.0,2.0,1.0,,4.0,,,1.0,,1.0,,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,,,,2.0,,,,,,,,9.0,1.0,,3.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,36583.0,Rickie Lambert,Rickie,Lambert,1982-02-16,England,England,19.0,F,Centre Striker,22,333.0,191.0,63.0,,15.0,15.0,,599.0,133.0,41.0,775.0,10.0,94.0,69.0,37.0,4.0,163.0,129.0,43.0,,3.0,21.0,23.0,10.0,3.0,12.0,10.0,16.0,13.0,12.0,38.0,69.0,20.0,72.0,14.0,5.0,5.0,253.0,56.0,1.0,37.0,22.0,6.0,,36.0,16.0,61.0,195.0,103.0,1.0,25.0,193.0,6.0,37.0,,351.0,31.0,37.0,29.0,8.0,1.0,176.0,5.0,5.0,,230.0,73.0,36.0,12.0,3.0,2816.0,22.0,31.0,41.0,1089.0,2.0,124.0,174.0,120.0,519.0,519.0,10.0,5.0,41.0,37.0,278.0,,40.0,349.0,752.0,13.0,54.0,224.0,141.0,25.0,19.0,,52.0,52.0,593.0,940.0,5.0,150.0,77.0,28.0,1112.0,103.0,11.0,6.0,10.0,11.0,1533.0,53.0,53.0,18.0,15.0,9.0,32.0,9.0,2.0,37.0,1.0,1.0,4.0,42.0,2.0,1.0,19.0,6.0,11.0,16.0,2.0,6.0,1.0,,13.0,6.0,11.0,7.0,10.0,18.0,,13.0,6.0,10.0,8.0,10.0,18.0,5.0,,1.0,1.0,,,2.0,4.0,,1.0,3.0,102.0,2.0,26.0,6.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,5.0,8.0,3.0,10.0,6.0,3.0,,6.0,2.0,,,3.0,11.0,3.0,1.0,2.0,1.0,2.0,,3.0,,1.0,,,1.0,5.0,,1.0,3.0,,,,2.0,,,1.0,4.0,1.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,283441.0,Erik Lamela,Erik,Lamela,1992-03-04,Argentina,Argentina,17.0,M,Left/Centre/Right Attacking Midfielder,22,0.0,44.0,3.0,,2.0,2.0,,103.0,16.0,1.0,145.0,1.0,5.0,1.0,9.0,4.0,28.0,17.0,4.0,1.0,2.0,,3.0,8.0,,,2.0,1.0,,1.0,2.0,7.0,,,1.0,,,43.0,23.0,,11.0,3.0,12.0,8.0,9.0,,11.0,40.0,25.0,,1.0,10.0,1.0,5.0,,44.0,3.0,12.0,10.0,2.0,,7.0,6.0,6.0,,53.0,9.0,7.0,3.0,2.0,326.0,3.0,3.0,2.0,173.0,,17.0,26.0,12.0,72.0,72.0,,7.0,16.0,11.0,41.0,,3.0,50.0,138.0,4.0,6.0,49.0,11.0,1.0,17.0,4.0,13.0,9.0,71.0,145.0,,16.0,2.0,2.0,181.0,8.0,2.0,6.0,11.0,1.0,265.0,4.0,4.0,4.0,5.0,9.0,2.0,8.0,1.0,1.0,,1.0,,2.0,,,,2.0,,1.0,2.0,1.0,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,3.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,143319.0,Frank Lampard,Frank,Lampard,1978-06-20,England,England,8.0,M,Attacking Midfielder,22,272.0,395.0,48.0,23.0,33.0,10.0,9.0,500.0,38.0,63.0,862.0,3.0,10.0,12.0,26.0,12.0,95.0,110.0,14.0,17.0,2.0,16.0,4.0,6.0,,3.0,8.0,8.0,16.0,11.0,33.0,34.0,17.0,48.0,5.0,7.0,2.0,152.0,98.0,4.0,23.0,12.0,22.0,60.0,9.0,1.0,8.0,63.0,70.0,4.0,34.0,183.0,,18.0,23.0,348.0,20.0,13.0,12.0,1.0,,53.0,15.0,15.0,,236.0,168.0,104.0,4.0,9.0,1702.0,19.0,15.0,24.0,1014.0,3.0,137.0,96.0,71.0,278.0,278.0,4.0,36.0,58.0,23.0,311.0,2.0,21.0,202.0,840.0,12.0,34.0,422.0,127.0,34.0,12.0,58.0,91.0,33.0,323.0,716.0,10.0,38.0,102.0,2.0,1047.0,57.0,8.0,6.0,44.0,3.0,1373.0,13.0,13.0,7.0,16.0,7.0,15.0,33.0,4.0,1.0,1.0,,1.0,12.0,,1.0,3.0,4.0,4.0,7.0,1.0,6.0,,1.0,2.0,3.0,3.0,7.0,6.0,18.0,,6.0,1.0,3.0,1.0,2.0,18.0,1.0,2.0,,1.0,,,,1.0,,1.0,,2.0,,6.0,4.0,1.0,,1.0,,4.0,3.0,,2.0,5.0,4.0,1.0,2.0,,1.0,,2.0,2.0,,,,5.0,2.0,,2.0,,1.0,,,1.0,1.0,,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,157487.0,Cameron Lancaster,Cameron,Lancaster,1992-11-05,England,England,9.0,F,Striker,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,13443.0,Simon Lappin,Simon,Lappin,1983-01-25,Scotland,Scotland,22.0,M,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
