id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,losses,wins,yellow_card,goal_assist,red_card,attempts_conceded_ibox,game_started,goals_conceded,goals_conceded_ibox,goal_assist_openplay,mins_played,ontarget_att_assist,open_play_pass,poss_lost_all,poss_lost_ctrl,times_tackled,total_att_assist,total_pass,touches,winning_goal,own_goals,attempts_ibox,att_bx_centre,att_ibox_goal,att_lf_goal,att_lf_total,att_openplay,goals_openplay,ontarget_scoring_att,total_scoring_att,att_rf_goal,att_rf_total,total_sub_on,accurate_pass,successful_open_play_pass,total_sub_off
648,646.0,John Keeley,John,Keeley,1961-07-27,England,England,,G,Goalkeeper,1,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,420.0,Orpheo Keizerweerd,Orpheo,Keizerweerd,1968-11-21,Netherlands,Netherlands,,F,Forward,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2576.0,Alan Kelly,Alan,Kelly,1968-08-11,Ireland,Ireland,,G,Goalkeeper,1,33.0,9.0,8.0,,14.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2822.0,Jeff Kenna,Jeff,Kenna,1970-08-27,Ireland,Ireland,,D,Defender,1,29.0,7.0,8.0,2.0,12.0,9.0,,2.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
185,760.0,Billy Kenny,Billy,Kenny,1973-09-19,England,England,,M,Midfielder,1,17.0,2.0,4.0,1.0,8.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,110016.0,Martin Keown,Martin,Keown,1966-07-24,England,England,,D,Centre Central Defender,1,29.0,9.0,7.0,,12.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,712.0,Alan Kernaghan,Alan,Kernaghan,1967-04-25,England,Ireland,,D,Defender,1,22.0,6.0,6.0,2.0,9.0,7.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,224.0,Dylan Kerr,Dylan,Kerr,1967-01-14,Malta,Malta,,D,Defender,1,5.0,0.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,42163.0,David Kerslake,David,Kerslake,1966-06-19,England,England,,D,Defender,1,8.0,2.0,3.0,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,28684.0,Lance Key,Lance,Key,1968-05-17,England,England,,G,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,89.0,Dmitri Kharin,Dmitri,Kharin,1968-08-16,Russia,Russia,,G,Goalkeeper,1,5.0,0.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,389.0,Ian Kilford,Ian,Kilford,1973-06-10,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,42044.0,Phil King,Phil,King,1967-12-28,England,England,,D,Defender,1,12.0,1.0,5.0,1.0,3.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,896.0,Chris Kiwomya,Chris,Kiwomya,1969-12-02,England,England,,F,Forward,1,38.0,9.0,14.0,10.0,14.0,10.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,258.0,Istvan Kozma,Istvan,Kozma,1964-12-03,Hungary,Hungary,,M,Midfielder,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1469.0,Dariusz Kubicki,Dariusz,Kubicki,1963-06-06,Poland,Poland,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,291.0,Paul Lake,Paul,Lake,1968-10-28,England,England,,M,Midfielder,1,2.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,54.0,Henrik Larsen,Henrik,Larsen,1966-05-17,Denmark,Denmark,,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,641.0,Brian Laws,Brian,Laws,1961-10-14,England,England,,D,Defender,1,33.0,6.0,8.0,,18.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,110013.0,Graeme Le Saux,Graeme,Le Saux,1968-10-17,England,England,,D,Defender,1,23.0,3.0,4.0,,8.0,11.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,513.0,Matthew Le Tissier,Matthew,Le Tissier,1968-10-14,England,England,,M,Midfielder,1,40.0,7.0,10.0,15.0,17.0,13.0,5.0,10.0,,,1.0,,,,65.0,,1.0,,,0.0,,1.0,1.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0
106,102.0,David Lee,David,Lee,1969-11-26,England,England,,D,Defender,1,25.0,7.0,6.0,2.0,9.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,42092.0,Anders Limpar,Anders,Limpar,1965-09-24,Sweden,Sweden,,M,Midfielder,1,23.0,0.0,5.0,2.0,8.0,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1620.0,Andy Linighan,Andy,Linighan,1962-06-18,England,England,,D,Defender,1,21.0,8.0,10.0,2.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,472.0,Adrian Littlejohn,Adrian,Littlejohn,1970-09-26,England,England,,F,Forward,1,27.0,5.0,6.0,8.0,12.0,9.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,41862.0,Steve Livingstone,Steve,Livingstone,1969-09-08,England,England,,F,Forward,1,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1505.0,Steve Lomas,Steve,Lomas,1974-01-18,Germany,Northern Ireland,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1320.0,John Lukic,John,Lukic,1960-12-11,England,England,,G,Goalkeeper,1,39.0,11.0,14.0,,13.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,Pal Lydersen,Pal,Lydersen,1965-09-10,Norway,Norway,,D,Defender,1,8.0,1.0,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,529.0,Gary Mabbutt,Gary,Mabbutt,1961-08-23,England,England,,D,Defender,1,29.0,8.0,5.0,2.0,10.0,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,160.0,Lou Macari,Lou,Macari,1943-07-30,Scotland,Scotland,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
