id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,losses,wins,goals,goal_assist,yellow_card,own_goals,red_card
2587,3407.0,Ian McGrane,Ian,McGrane,1984-08-04,Ireland,Ireland,34.0,M,Midfielder,12,,,,,,,,,,
2261,2924.0,Steven McKeown,Steven,McKeown,1987-06-03,Scotland,Scotland,31.0,D,Defender,12,,,,,,,,,,
1003,3583.0,Billy McKinlay,Billy,McKinlay,1969-04-22,Scotland,Scotland,,M,Midfielder,12,16.0,4.0,5.0,6.0,5.0,,,5.0,,
1885,178201.0,Kevin McLeod,Kevin,McLeod,1980-09-12,England,England,,M,Midfielder,12,,,,,,,,,,
271,3287.0,Steve McManaman,Steve,McManaman,1972-02-11,England,England,,M,Midfielder,12,22.0,2.0,9.0,8.0,5.0,,1.0,1.0,,
1907,2401.0,Jamie McMaster,Jamie,McMaster,1982-11-29,Australia,Australia,28.0,M,Midfielder,12,,,,,,,,,,
2580,3399.0,Jackie McNamara,Jackie,McNamara,1973-10-24,Scotland,Scotland,7.0,M,Midfielder,12,,,,,,,,,,
2331,3013.0,Andrew McNeil,Andrew,McNeil,1987-01-19,Scotland,Scotland,37.0,G,Goalkeeper,12,,,,,,,,,,
1407,112547.0,Stephen McPhail,Stephen,McPhail,1979-12-09,Ireland,Ireland,37.0,M,Midfielder,12,12.0,0.0,5.0,5.0,2.0,1.0,,2.0,,
2503,18216.0,Carl Medjani,Carl,Medjani,1985-05-15,France,Algeria,6.0,D,Centre Central Defender,12,,,,,,,,,,
1677,97591.0,Mario Melchiot,Mario,Melchiot,1976-11-04,Netherlands,Netherlands,25.0,D,Centre/Right Full Back,12,23.0,11.0,4.0,4.0,15.0,2.0,,1.0,,
2012,7189.0,Olof Mellberg,Olof,Mellberg,1977-09-03,Sweden,Sweden,5.0,D,Centre Central Defender,12,33.0,12.0,9.0,10.0,14.0,1.0,,4.0,,
2585,29606.0,John Melligan,John,Melligan,1982-02-11,Ireland,Ireland,14.0,M,Midfielder,12,,,,,,,,,,
2286,28808.0,Neil Mellor,Neil,Mellor,1982-11-04,England,England,33.0,F,Forward,12,,,,,,,,,,
1254,4091.0,Andy Melville,Andy,Melville,1968-11-29,Wales,Wales,,D,Defender,12,9.0,2.0,1.0,5.0,3.0,,,1.0,,
2528,3633.0,Gaizka Mendieta,Gaizka,Mendieta,1974-03-27,Spain,Spain,,M,Midfielder,12,31.0,12.0,9.0,12.0,10.0,2.0,4.0,3.0,,
2292,2958.0,Lucien Mettomo,Lucien,Mettomo,1977-04-19,Cameroon,Cameroon,,D,Defender,12,,,,,,,,,,
2589,176292.0,Kenny Miller,Kenny,Miller,1979-12-23,Scotland,Scotland,9.0,F,Forward,12,25.0,1.0,9.0,11.0,5.0,2.0,1.0,2.0,,
2100,19506.0,James Milner,James,Milner,1986-01-04,England,England,7.0,M,Left/Centre/Right Central Midfielder,12,30.0,2.0,7.0,17.0,6.0,3.0,,2.0,,
1703,278309.0,Danny Milosevic,Danny,Milosevic,1978-06-26,Australia,Australia,,G,Goalkeeper,12,,,,,,,,,,
1620,6148.0,Garry Monk,Garry,Monk,1979-03-06,England,England,16.0,D,Centre Central Defender,12,,,,,,,,,,
2243,28889.0,Alan Moogan,Alan,Moogan,1984-04-22,England,England,8.0,M,Midfielder,12,,,,,,,,,,
1842,40672.0,Stefan Moore,Stefan,Moore,1983-09-28,England,England,,F,Forward,12,8.0,0.0,2.0,2.0,4.0,1.0,,,,
2432,3164.0,Alan Morgan,Alan,Morgan,1983-11-27,Scotland,Scotland,,M,Midfielder,12,,,,,,,,,,
2555,3359.0,Ivica Mornar,Ivica,Mornar,1974-01-12,Croatia,Croatia,20.0,F,Forward,12,8.0,0.0,3.0,5.0,,1.0,,,,
2266,11582.0,Ian Morris,Ian,Morris,1987-02-27,Ireland,Ireland,8.0,M,Left/Centre Central Midfielder,12,,,,,,,,,,
1384,14643.0,Clinton Morrison,Clinton,Morrison,1979-05-14,Ireland,Ireland,13.0,F,Centre Striker,12,32.0,3.0,12.0,11.0,9.0,4.0,4.0,2.0,,
2482,10092.0,Gary Mulligan,Gary,Mulligan,1985-04-23,Ireland,Ireland,,F,Forward,12,,,,,,,,,,
1423,4624.0,Danny Murphy,Danny,Murphy,1977-03-18,England,England,13.0,M,Centre Central Midfielder,12,31.0,7.0,10.0,6.0,15.0,5.0,4.0,3.0,,
2571,3381.0,Matt Murray,Matt,Murray,1981-05-02,England,England,31.0,G,Goalkeeper,12,1.0,0.0,,1.0,,,,,,
2456,173848.0,Adrian Mutu,Adrian,Mutu,1979-01-08,Romania,Romania,10.0,F,Left/Centre/Right Second Striker,12,25.0,5.0,4.0,6.0,15.0,6.0,4.0,5.0,,
2011,32020.0,Boaz Myhill,Boaz,Myhill,1982-11-09,Wales,Wales,1.0,G,Goalkeeper,12,,,,,,,,,,
2032,2609.0,Bruno N'Gotty,Bruno,N'Gotty,1971-06-10,France,France,5.0,D,Defender,12,33.0,7.0,9.0,10.0,14.0,2.0,1.0,4.0,,
2491,3257.0,Lilian Nalis,Lilian,Nalis,1971-09-29,France,France,8.0,M,Midfielder,12,20.0,1.0,7.0,10.0,3.0,1.0,,1.0,1.0,
1944,19864.0,Daniel Nardiello,Daniel,Nardiello,1982-10-22,Wales,Wales,7.0,F,Forward,12,,,,,,,,,,
1367,6729.0,Carlo Nash,Carlo,Nash,1973-09-13,England,England,20.0,G,Goalkeeper,12,1.0,1.0,,,1.0,,,,,
1882,27786.0,Gary Naysmith,Gary,Naysmith,1978-11-16,Scotland,Scotland,3.0,D,Defender,12,29.0,7.0,11.0,12.0,6.0,2.0,5.0,2.0,,1.0
168,3419.0,George Ndah,George,Ndah,1974-12-23,England,England,18.0,F,Forward,12,,,,,,,,,,
2441,3177.0,Kangana Ndiwa,Kangana,Ndiwa,,,,,M,Midfielder,12,,,,,,,,,,
2298,2966.0,Christian Negouai,Christian,Negouai,1975-01-20,France,France,,M,Midfielder,12,,,,,,,,,,
2018,10787.0,Lucas Neill,Lucas,Neill,1978-03-09,Australia,Australia,27.0,D,Centre/Right Central Defender,12,32.0,6.0,8.0,13.0,11.0,2.0,,6.0,,1.0
2123,2739.0,Szilard Nemeth,Szilard,Nemeth,1977-08-08,Slovakia,Slovakia,8.0,F,Forward,12,32.0,1.0,8.0,14.0,10.0,9.0,2.0,2.0,,
1519,4033.0,Shaun Newton,Shaun,Newton,1975-08-20,England,England,26.0,M,Midfielder,12,28.0,2.0,9.0,13.0,6.0,,1.0,1.0,,
2271,2936.0,Nicky Gray,Nicholas,Gray,1985-10-17,England,England,33.0,M,Midfielder,12,,,,,,,,,,
1927,28786.0,Nicky Weaver,Nicholas,Weaver,1979-03-02,England,England,,G,Goalkeeper,12,,,,,,,,,,
2177,2817.0,Nico Vaesen,Nico-Jos,Vaesen,1969-09-28,Belgium,Belgium,18.0,G,Goalkeeper,12,,,,,,,,,,
2233,2893.0,Alexis Nicolas,Alexis,Nicolas,1983-02-13,England,Cyprus,,M,Midfielder,12,2.0,1.0,,,2.0,,,,,
2329,98301.0,Antti Niemi,Antti,Niemi,1972-05-31,Finland,Finland,15.0,G,Goalkeeper,12,28.0,8.0,7.0,12.0,9.0,,,1.0,,
2088,2686.0,Stuart Noble,Stuart,Noble,1983-10-14,Scotland,Scotland,,F,Forward,12,,,,,,,,,,
2040,140719.0,Kevin Nolan,Kevin,Nolan,1982-06-24,England,England,44.0,M,Centre Attacking Midfielder,12,37.0,9.0,11.0,12.0,14.0,9.0,1.0,8.0,1.0,
1884,2367.0,Alex Nyarko,Alex,Nyarko,1973-10-15,Ghana,Ghana,,M,Midfielder,12,11.0,1.0,2.0,7.0,2.0,,,1.0,,
